DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.33.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.267005ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_107, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BlendAngleCorrectedNormals.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=1.593776ms, TagPackageExports=0.131436ms, BeginCacheForCookedPlatformData=0.006624ms, SerializeImports=0.388011ms, GatherLocalizableTextData=0.008941ms, MarkNames=0.009932ms, SerializeSummary=0.018541ms, SerializeNames=0.222147ms, SerializeGatherableTextData=0.004638ms, BuildExportMap=0.095017ms, SortExportsNonSeekfree=0.364505ms, SortExportsSeekfreeConstructor=0.210233ms, SortExportsSeekfreeInner=0.401255ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.019867ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.004303ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.094026ms, SerializeBulkData=0.008937ms, AsyncWrite=0.086077ms, UnaccountedTime=0.106603ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_108, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_NormalBlend.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.091378ms, TagPackageExports=0.134412ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.202287ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.007287ms, SerializeSummary=0.008274ms, SerializeNames=0.068534ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.087734ms, SortExportsNonSeekfree=0.172153ms, SortExportsSeekfreeConstructor=0.012252ms, SortExportsSeekfreeInner=0.802513ms, SortExportsSeekfree=0.006288ms, BuildDependencyMap=0.019867ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.195663ms, SerializeBulkData=0.009600ms, AsyncWrite=0.066213ms, UnaccountedTime=0.107929ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_109, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_Simple.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.098988ms, TagPackageExports=0.137728ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.200298ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.008605ms, SerializeNames=0.052311ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.042047ms, SortExportsNonSeekfree=0.126138ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.503227ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.012580ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.004638ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.137724ms, SerializeBulkData=0.008941ms, AsyncWrite=0.270814ms, UnaccountedTime=792.794373ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_110, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.462502ms, TagPackageExports=0.072833ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.127129ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.008278ms, SerializeSummary=0.009269ms, SerializeNames=0.054628ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.072505ms, SortExportsNonSeekfree=0.079788ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.413176ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.012252ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002645ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.071183ms, SerializeBulkData=0.008274ms, AsyncWrite=0.061247ms, UnaccountedTime=0.098992ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_171, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__1048758D1A9E930E3BE15FAD74367A7AD7306A1B, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__1048758D1A9E930E3BE15FAD74367A7AD7306A1B, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.125144ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_111, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_D.uasset, FlushAsyncLoading=0.007287ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.166859ms, TagPackageExports=0.091374ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.057276ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.008941ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.156928ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016220ms, SerializeExports=0.077803ms, SerializeBulkData=0.030790ms, AsyncWrite=0.086408ms, UnaccountedTime=0.166528ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__D9BCE034B54501B31E1268E47E4A9A15D33D5424, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.244662ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__8D74DBB4A0FC52B1E60DDF306B3B6D5AD8928B38, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.085417ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdCCD53C2A431B66C0DA68C7BB03D14ED0_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__F79118E6F30CD645ED13CCACDE18506EDDF2AAA7, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.886276ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_172, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdCCD53C2A431B66C0DA68C7BB03D14ED0_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.123162ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___E4261310C6827BE0699E0E38E182C3B841FFD2EB, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=1.923848ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___8840DF5883E6EC5500D3350FB12B05898FBAE0C5, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.520445ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___656A5593B9A79465290398ABD19F32BF841D32E1, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.151962ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_112, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.191361ms, TagPackageExports=0.084754ms, BeginCacheForCookedPlatformData=0.038076ms, SerializeImports=0.080448ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009272ms, SerializeNames=0.020854ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.152953ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.051316ms, SerializeBulkData=0.048336ms, AsyncWrite=0.107594ms, UnaccountedTime=0.158913ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_113, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.169840ms, TagPackageExports=0.058599ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.080783ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005297ms, SerializeSummary=0.009604ms, SerializeNames=0.033766ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.042047ms, SortExportsNonSeekfree=0.043038ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.284389ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.035096ms, SerializeExports=0.046015ms, SerializeBulkData=0.008609ms, AsyncWrite=0.079788ms, UnaccountedTime=17.822172ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_114, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.016551ms, BlockTillAllRequestsFinished=0.004638ms, ResetLoadersForSaveUnMarkAllObjects=0.147987ms, TagPackageExports=0.049658ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.087734ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.007614ms, SerializeSummary=0.010923ms, SerializeNames=0.047013ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.065222ms, SortExportsNonSeekfree=0.032775ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.379737ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.011921ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.049993ms, SerializeBulkData=0.008937ms, AsyncWrite=0.061251ms, UnaccountedTime=0.082433ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_173, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.138387ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.670087ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_115, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.086412ms, TagPackageExports=1.016054ms, BeginCacheForCookedPlatformData=0.074491ms, SerializeImports=0.074159ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.163216ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.004970ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.096008ms, SerializeBulkData=0.071511ms, AsyncWrite=0.120513ms, UnaccountedTime=0.330407ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.225458ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.078794ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_116, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.178445ms, TagPackageExports=0.076149ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.172157ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.008941ms, SerializeSummary=0.010923ms, SerializeNames=0.057276ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.083432ms, SortExportsNonSeekfree=0.086740ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.455886ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.013575ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.004306ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=0.075813ms, SerializeBulkData=0.008609ms, AsyncWrite=0.065882ms, UnaccountedTime=0.083432ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_174, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdCCD53C2A431B66C0DA68C7BB03D14ED0_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__3C5BFA81A17D8CFE09D86A05346BFF1F1568772B, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.155937ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_117, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.197981ms, TagPackageExports=0.085749ms, BeginCacheForCookedPlatformData=0.037741ms, SerializeImports=0.057936ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.009600ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.166859ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.052638ms, SerializeBulkData=0.031449ms, AsyncWrite=0.097666ms, UnaccountedTime=0.173811ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__F9C48EB226BBE8678412D2FA9F8F6414C0AF8240, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.817577ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__1EDF00FCB9562E717B43F900063C2EC891004D4F, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.291009ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C25F0AA4434FAD95C399DCB32877C__280A88EACD9BCBBE505626E96B2A7B43B3526266, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.082433ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_175, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_118, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.169508ms, TagPackageExports=0.096675ms, BeginCacheForCookedPlatformData=0.037741ms, SerializeImports=0.059262ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009269ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.176791ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017215ms, SerializeExports=0.053301ms, SerializeBulkData=0.079457ms, AsyncWrite=0.125807ms, UnaccountedTime=0.185069ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdF71536C541532A21A82120B6A0E70AC4_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.121500ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___B9B78E453C5A2D47BC10970C4EE4FB7BA7A1EFE0, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.514817ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionIdCCD53C2A431B66C0DA68C7BB03D14ED0_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___443B7C5B121406914003AD4942611D4E7AB0E6B6, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=2.272133ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId326E501A4E4393F3B655C1BB37171B96_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___EF451734771F1E7FD2C45DBFD0445135812CF3B5, StartTime=2015.11.29-18.33.28, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.134084ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_176, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2015.11.29-18.33.28, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
