DDCTransactionId42808B364BE56504B1454E967DEFEB71_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.37.27, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.627048ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_116, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/EditorBrushMaterial.uasset, FlushAsyncLoading=0.012584ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.101637ms, TagPackageExports=0.124481ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.150304ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.006292ms, SerializeSummary=0.010259ms, SerializeNames=0.050325ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.404902ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.182752ms, SerializeBulkData=0.009600ms, AsyncWrite=0.065219ms, UnaccountedTime=0.088729ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_117, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/SM_ColorCalibrator.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.178777ms, TagPackageExports=0.049993ms, BeginCacheForCookedPlatformData=0.031780ms, SerializeImports=0.095680ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.028141ms, SerializeSummary=0.010259ms, SerializeNames=0.042047ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.071183ms, SortExportsNonSeekfree=0.007942ms, SortExportsSeekfreeConstructor=0.007950ms, SortExportsSeekfreeInner=0.690941ms, SortExportsSeekfree=0.004638ms, BuildDependencyMap=0.010259ms, SerializeImportMap=0.007946ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002652ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=1.407050ms, SerializeBulkData=0.022843ms, AsyncWrite=1.064390ms, UnaccountedTime=0.233073ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_118, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ChromeBall.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.152294ms, TagPackageExports=0.440985ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.400927ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004634ms, SerializeSummary=0.012580ms, SerializeNames=0.299621ms, SerializeGatherableTextData=0.003971ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.026818ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=1.359373ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.012580ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023171ms, SerializeExports=0.623409ms, SerializeBulkData=0.013243ms, AsyncWrite=0.120178ms, UnaccountedTime=0.109915ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_119, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoat.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.132099ms, TagPackageExports=0.244331ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.321798ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.004303ms, SerializeSummary=0.010263ms, SerializeNames=0.055950ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.043042ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.584006ms, SortExportsSeekfree=0.009600ms, BuildDependencyMap=0.013243ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025824ms, SerializeExports=0.398275ms, SerializeBulkData=0.011589ms, AsyncWrite=0.084758ms, UnaccountedTime=0.113886ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_120, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.143021ms, TagPackageExports=0.236385ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.268169ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.005297ms, SerializeSummary=0.009935ms, SerializeNames=0.049327ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012252ms, SortExportsNonSeekfree=0.013903ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.542294ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.362854ms, SerializeBulkData=0.010263ms, AsyncWrite=0.072505ms, UnaccountedTime=0.087403ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_121, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ColorGrid.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.118196ms, TagPackageExports=0.350602ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.898197ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.005957ms, SerializeSummary=0.009272ms, SerializeNames=0.076476ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022843ms, SortExportsNonSeekfree=0.017215ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.780996ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017215ms, SerializeExports=0.543285ms, SerializeBulkData=0.009932ms, AsyncWrite=0.137392ms, UnaccountedTime=0.102300ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_182, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__BBE6AC1ADE65EE988161E1412C57E3F88174E6E2, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId839F70544D347AFE513B9FB841286698_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__BBE6AC1ADE65EE988161E1412C57E3F88174E6E2, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.113558ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId839F70544D347AFE513B9FB841286698_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__00BD96E3D4B0209194F30AC4FF54B8401CAFEB15, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.177454ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId839F70544D347AFE513B9FB841286698_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__D4A89CA09F54473C731C25FAB8E0491229BB809A, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.069194ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_122, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/T_ColorGrid.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.074487ms, TagPackageExports=0.046678ms, BeginCacheForCookedPlatformData=0.034764ms, SerializeImports=0.050984ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.007946ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.151299ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.046350ms, SerializeBulkData=0.026815ms, AsyncWrite=0.073168ms, UnaccountedTime=0.186060ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId839F70544D347AFE513B9FB841286698_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__D15C98456623C6C3BCC0ECDFC5974B6BDD0D448E, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.044361ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_123, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_GreyBall.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.115875ms, TagPackageExports=0.364181ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.409205ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004303ms, SerializeSummary=0.020526ms, SerializeNames=0.066217ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.013571ms, SortExportsNonSeekfree=0.026155ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.661477ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.581693ms, SerializeBulkData=0.012912ms, AsyncWrite=0.102632ms, UnaccountedTime=0.114549ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_183, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_124, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Blueprint_64x.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.075482ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.054624ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004638ms, SerializeSummary=0.009269ms, SerializeNames=0.019200ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.190694ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013247ms, SerializeExports=0.049658ms, SerializeBulkData=0.008609ms, AsyncWrite=0.063233ms, UnaccountedTime=0.172157ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionIdB5AC738C4C415B950018F6937AF7C6EC_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.576723ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_184, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4963A1D64E358284C2A151B90C2ACE2__0877A119ECF8D290E51A42A8C457FAB4635C4CE5, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionIdB5AC738C4C415B950018F6937AF7C6EC_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4963A1D64E358284C2A151B90C2ACE2__0877A119ECF8D290E51A42A8C457FAB4635C4CE5, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.141039ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_125, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_Editor_Preferences_General_40x.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.075154ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.034098ms, SerializeImports=0.049330ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.007283ms, SerializeNames=0.018869ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.093032ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.153616ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.046350ms, SerializeBulkData=0.007614ms, AsyncWrite=0.049662ms, UnaccountedTime=0.126138ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_185, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId839F70544D347AFE513B9FB841286698_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.291009ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_126, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DSprite_TutorialIcon.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.069194ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.050321ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.006620ms, SerializeNames=0.017546ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.141036ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.046682ms, SerializeBulkData=0.007946ms, AsyncWrite=0.050325ms, UnaccountedTime=0.501901ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_186, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_127, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_ShowSkeletalMeshes_40x.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.081774ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.034764ms, SerializeImports=0.051647ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.006951ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007287ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.182752ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.046350ms, SerializeBulkData=0.007942ms, AsyncWrite=0.049993ms, UnaccountedTime=0.121832ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_187, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.113554ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_188, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.011917ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_128, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset, FlushAsyncLoading=0.005633ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.061247ms, TagPackageExports=0.130441ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.048671ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.006288ms, SerializeNames=0.017881ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.137396ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.044696ms, SerializeBulkData=0.007614ms, AsyncWrite=0.061579ms, UnaccountedTime=0.127461ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_189, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.159577ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionId42808B364BE56504B1454E967DEFEB71_190, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.11.29-16.37.43, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_129, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/TutorialAssets/Foliage.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.063896ms, TagPackageExports=0.069857ms, BeginCacheForCookedPlatformData=0.035092ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.008941ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.153948ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.047341ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059593ms, UnaccountedTime=0.153948ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
DDCTransactionIdB5AC738C4C415B950018F6937AF7C6EC_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.11.29-16.37.43, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.548586ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
SavePackageTransactionId1E96395B475C8054992019A3AAD4F191_130, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/StaticMeshEditorTutorial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.070188ms, TagPackageExports=0.218507ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.248302ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.009269ms, SerializeNames=0.077471ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.018872ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=0.372127ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.277109ms, SerializeBulkData=0.008937ms, AsyncWrite=0.058930ms, UnaccountedTime=0.081111ms, RunGuid=RunID697C0FA6499A27424CC642B474DED645
