DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.17.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.520773ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_31, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.003971ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.073168ms, TagPackageExports=0.407547ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.509188ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.005960ms, SerializeSummary=0.008937ms, SerializeNames=0.085749ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.035092ms, SortExportsNonSeekfree=0.014570ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.843566ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.011586ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.767089ms, SerializeBulkData=0.014234ms, AsyncWrite=0.140041ms, UnaccountedTime=0.120509ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_142, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_32, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.004962ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.065550ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.056282ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.015888ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.152625ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.052642ms, SerializeBulkData=0.054624ms, AsyncWrite=0.186391ms, UnaccountedTime=0.282735ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.218838ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.651877ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.195995ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_143, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=0.117861ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_33, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.071179ms, TagPackageExports=0.049658ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.007618ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007946ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.145011ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.049990ms, SerializeBulkData=0.007946ms, AsyncWrite=0.045687ms, UnaccountedTime=0.122499ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_144, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.082105ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_34, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/Black.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.085745ms, TagPackageExports=0.049990ms, BeginCacheForCookedPlatformData=0.037413ms, SerializeImports=0.048667ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003312ms, SerializeSummary=0.005629ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.002980ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.132427ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.046350ms, SerializeBulkData=0.007283ms, AsyncWrite=0.044696ms, UnaccountedTime=15.903291ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_145, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.015561ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.234395ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_35, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Float.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.092700ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003643ms, SerializeSummary=0.024829ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.159577ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.048995ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048667ms, UnaccountedTime=0.141699ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_146, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.087071ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_36, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Director.uasset, FlushAsyncLoading=0.004306ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.061579ms, TagPackageExports=0.065882ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.049993ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003312ms, SerializeSummary=0.005957ms, SerializeNames=0.010926ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.006288ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.139713ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.302929ms, SerializeBulkData=0.009269ms, AsyncWrite=0.046678ms, UnaccountedTime=0.122167ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_147, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.074491ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_37, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Event.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.002652ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060253ms, TagPackageExports=0.048008ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.048339ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.002980ms, SerializeSummary=0.005960ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006292ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.130773ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.237707ms, SerializeBulkData=0.042379ms, AsyncWrite=0.369806ms, UnaccountedTime=10.085389ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.096671ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_38, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Anim.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.099983ms, TagPackageExports=0.050653ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008605ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.081774ms, SortExportsSeekfreeInner=0.158913ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.048667ms, SerializeBulkData=0.007942ms, AsyncWrite=0.055950ms, UnaccountedTime=0.148650ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=638 bytes, Retrieved=true, Duration=0.171162ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_39, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Fade.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.008941ms, ResetLoadersForSaveUnMarkAllObjects=0.164539ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.148982ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.048336ms, SerializeBulkData=0.007614ms, AsyncWrite=0.387352ms, UnaccountedTime=0.132099ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E55F8197440DD2855E7F4D9816C88__8C327CBFD9FF709EE9C0ADFE1A98D0ACA249D12C, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_40, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Move.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.063237ms, TagPackageExports=0.083100ms, BeginCacheForCookedPlatformData=0.038736ms, SerializeImports=0.063896ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.157256ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.049330ms, SerializeBulkData=0.007946ms, AsyncWrite=0.062905ms, UnaccountedTime=0.151299ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E55F8197440DD2855E7F4D9816C88__8C327CBFD9FF709EE9C0ADFE1A98D0ACA249D12C, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.093695ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.091374ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_41, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Slomo.uasset, FlushAsyncLoading=0.004962ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.077471ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.052307ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007942ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.011917ms, SortExportsSeekfreeInner=0.145674ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.048999ms, SerializeBulkData=0.007946ms, AsyncWrite=0.048004ms, UnaccountedTime=0.143684ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.20-16.17.25, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.098329ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_42, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_ColorTrack.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.049658ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.055950ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.009272ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.159908ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.050321ms, SerializeBulkData=0.008278ms, AsyncWrite=0.065222ms, UnaccountedTime=0.275448ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_153, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.11.20-16.17.25, HierarchicalDDC, Duration=0.017878ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
