DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.01-14.21.06, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.667438ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.01-14.21.32, HierarchicalDDC, Duration=0.011917ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=34.441898ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_92, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/BSPVertex.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.074159ms, TagPackageExports=0.072837ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.181094ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.053301ms, SerializeBulkData=0.008609ms, AsyncWrite=0.071842ms, UnaccountedTime=0.139050ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_93, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/WireframeMaterial.uasset, FlushAsyncLoading=0.009935ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.084423ms, TagPackageExports=1.366328ms, BeginCacheForCookedPlatformData=0.008937ms, SerializeImports=1.464322ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.003971ms, SerializeSummary=0.009932ms, SerializeNames=0.078466ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.006951ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.653034ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=3.198802ms, SerializeBulkData=0.024498ms, AsyncWrite=0.356231ms, UnaccountedTime=0.110906ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_94, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/GeomMaterial.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.096671ms, TagPackageExports=0.159245ms, BeginCacheForCookedPlatformData=0.007614ms, SerializeImports=0.208575ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005957ms, SerializeSummary=0.010595ms, SerializeNames=0.067540ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.052970ms, SortExportsNonSeekfree=0.039067ms, SortExportsSeekfreeConstructor=0.021853ms, SortExportsSeekfreeInner=0.539642ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.011258ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.212878ms, SerializeBulkData=0.009272ms, AsyncWrite=0.081111ms, UnaccountedTime=0.083763ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_95, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationLitMaterial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=5.986742ms, BeginCacheForCookedPlatformData=0.013243ms, SerializeImports=6.590944ms, GatherLocalizableTextData=0.009604ms, MarkNames=0.005297ms, SerializeSummary=0.011254ms, SerializeNames=0.150967ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.042044ms, SortExportsNonSeekfree=0.011589ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=6.372109ms, SortExportsSeekfree=0.009932ms, BuildDependencyMap=0.154279ms, SerializeImportMap=0.004306ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=15.082236ms, SerializeBulkData=0.023171ms, AsyncWrite=2.648894ms, UnaccountedTime=0.134416ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_96, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationUnlitMaterial.uasset, FlushAsyncLoading=0.012908ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.140704ms, TagPackageExports=1.466975ms, BeginCacheForCookedPlatformData=0.011586ms, SerializeImports=1.635157ms, GatherLocalizableTextData=0.009269ms, MarkNames=0.004634ms, SerializeSummary=0.010595ms, SerializeNames=0.080451ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.910277ms, SortExportsSeekfree=0.008937ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020858ms, SerializeExports=3.754005ms, SerializeBulkData=0.028472ms, AsyncWrite=0.465155ms, UnaccountedTime=0.120509ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_97, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.107925ms, TagPackageExports=6.316159ms, BeginCacheForCookedPlatformData=0.016555ms, SerializeImports=6.689604ms, GatherLocalizableTextData=0.009600ms, MarkNames=0.008278ms, SerializeSummary=0.011586ms, SerializeNames=0.167523ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.058930ms, SortExportsNonSeekfree=0.114553ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=6.627697ms, SortExportsSeekfree=0.008278ms, BuildDependencyMap=0.015888ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.005625ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=14.241979ms, SerializeBulkData=0.023507ms, AsyncWrite=2.832308ms, UnaccountedTime=0.145007ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_98, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationLitMaterial.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.005297ms, ResetLoadersForSaveUnMarkAllObjects=0.124481ms, TagPackageExports=6.110564ms, BeginCacheForCookedPlatformData=0.018209ms, SerializeImports=10.844536ms, GatherLocalizableTextData=0.010926ms, MarkNames=0.008609ms, SerializeSummary=0.011258ms, SerializeNames=0.185065ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.091046ms, SortExportsNonSeekfree=0.328090ms, SortExportsSeekfreeConstructor=0.012912ms, SortExportsSeekfreeInner=7.179920ms, SortExportsSeekfree=0.009932ms, BuildDependencyMap=0.019204ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=14.544249ms, SerializeBulkData=0.024166ms, AsyncWrite=3.084581ms, UnaccountedTime=0.164211ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_99, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationUnlitMateri.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.114549ms, TagPackageExports=1.492467ms, BeginCacheForCookedPlatformData=0.013903ms, SerializeImports=1.780827ms, GatherLocalizableTextData=0.006292ms, MarkNames=0.007946ms, SerializeSummary=0.010923ms, SerializeNames=0.085086ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.059921ms, SortExportsNonSeekfree=0.200629ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.734477ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.013575ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016887ms, SerializeExports=2.508517ms, SerializeBulkData=0.023838ms, AsyncWrite=0.287369ms, UnaccountedTime=0.130773ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_100, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorMaterial.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.174142ms, TagPackageExports=0.442971ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.578377ms, GatherLocalizableTextData=0.004638ms, MarkNames=0.005625ms, SerializeSummary=0.011258ms, SerializeNames=0.262208ms, SerializeGatherableTextData=0.003971ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.796884ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.813439ms, SerializeBulkData=0.015229ms, AsyncWrite=0.126138ms, UnaccountedTime=0.098325ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_101, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_ColorOnly.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.251282ms, TagPackageExports=0.143353ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.169508ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.045355ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.424433ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.262540ms, SerializeBulkData=0.009932ms, AsyncWrite=0.076808ms, UnaccountedTime=0.097994ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_102, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.113890ms, ResetLoadersForSaveUnMarkAllObjects=0.072833ms, TagPackageExports=0.139050ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.165533ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.006955ms, SerializeNames=0.043701ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.009272ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.415161ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.218503ms, SerializeBulkData=0.008609ms, AsyncWrite=0.064228ms, UnaccountedTime=0.076476ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_103, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_RedOnly.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.063565ms, TagPackageExports=0.142030ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.163548ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.006624ms, SerializeNames=0.043701ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014566ms, SortExportsNonSeekfree=0.009604ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.407215ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.243336ms, SerializeBulkData=0.009600ms, AsyncWrite=0.068534ms, UnaccountedTime=0.204269ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_104, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_GreenOnly.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.005629ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.096012ms, TagPackageExports=0.138719ms, BeginCacheForCookedPlatformData=0.006620ms, SerializeImports=0.271149ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004634ms, SerializeSummary=0.009604ms, SerializeNames=0.045687ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016887ms, SortExportsNonSeekfree=0.010259ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.423770ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007942ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.214867ms, SerializeBulkData=0.008937ms, AsyncWrite=0.259228ms, UnaccountedTime=0.086408ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_105, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_BlueOnly.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.067867ms, TagPackageExports=0.138056ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.164874ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.006951ms, SerializeNames=0.043370ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.014897ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.413176ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.209901ms, SerializeBulkData=0.008605ms, AsyncWrite=1.077965ms, UnaccountedTime=0.091378ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_106, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/BoneWeightMaterial.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.081111ms, TagPackageExports=1.043532ms, BeginCacheForCookedPlatformData=0.011254ms, SerializeImports=1.053136ms, GatherLocalizableTextData=0.005629ms, MarkNames=0.005960ms, SerializeSummary=0.010591ms, SerializeNames=0.069857ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.028804ms, SortExportsNonSeekfree=0.013907ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.305409ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=1.708653ms, SerializeBulkData=0.020858ms, AsyncWrite=0.242013ms, UnaccountedTime=0.108257ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.01-14.21.32, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdEA7A26764991CA13A38A819C0B044C43_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=1909 bytes, Retrieved=true, Duration=63.099010ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_107, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/HeatmapGradient.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.080451ms, TagPackageExports=0.072837ms, BeginCacheForCookedPlatformData=0.037078ms, SerializeImports=0.058930ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.015561ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.162225ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.018872ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.047676ms, SerializeBulkData=0.010591ms, AsyncWrite=0.069525ms, UnaccountedTime=24.782263ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__C63D40BDCBDD34BF7686F4DE7E8E3F79E3975346, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=2307 bytes, Retrieved=true, Duration=0.052970ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__377AF1476D1F084F5702571C4DF930106762A4A4, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=771 bytes, Retrieved=true, Duration=0.035424ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__51E0BAA5DE2C6204E477108FEF679A79290291B4, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=1283 bytes, Retrieved=true, Duration=0.051647ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_108, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PhAT_JointLimitMaterial.uasset, FlushAsyncLoading=0.011921ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.126466ms, TagPackageExports=0.154942ms, BeginCacheForCookedPlatformData=0.016551ms, SerializeImports=0.176795ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004638ms, SerializeSummary=0.009600ms, SerializeNames=0.055950ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.022184ms, SortExportsNonSeekfree=0.022512ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.449926ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.236385ms, SerializeBulkData=0.009600ms, AsyncWrite=0.066876ms, UnaccountedTime=0.098329ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_109, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicatorMaterial.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060588ms, TagPackageExports=0.210561ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.220492ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.005960ms, SerializeNames=0.058930ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=0.603542ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008605ms, SerializeExports=0.353254ms, SerializeBulkData=0.009269ms, AsyncWrite=0.077803ms, UnaccountedTime=0.076808ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.01-14.21.32, HierarchicalDDC, Duration=0.012252ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionIdCE2DCE644A1CED479027BD8B4BDEE4F8_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.01-14.21.32, HierarchicalDDC, DataSize=23251 bytes, Retrieved=true, Duration=46.609062ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
