DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.08-20.38.18, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.914749ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_65, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.105280ms, TagPackageExports=0.011258ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.022512ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.007614ms, SerializeNames=0.028472ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.076480ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.343982ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.012580ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053301ms, UnaccountedTime=0.076476ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_66, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.076149ms, TagPackageExports=0.149313ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.185732ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005629ms, SerializeSummary=0.006951ms, SerializeNames=0.058603ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.029463ms, SortExportsNonSeekfree=0.039067ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.791591ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.010923ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.221487ms, SerializeBulkData=0.009600ms, AsyncWrite=0.073500ms, UnaccountedTime=52.727901ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_67, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.077471ms, TagPackageExports=0.007614ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_147, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.08-20.39.03, HierarchicalDDC, Duration=0.011917ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.08-20.39.03, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=38.944458ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_68, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/PlaceholderTextures/DummySpriteTexture.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.075817ms, TagPackageExports=0.147324ms, BeginCacheForCookedPlatformData=0.058930ms, SerializeImports=0.062574ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.012912ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.011589ms, SortExportsSeekfreeInner=0.178777ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.052311ms, SerializeBulkData=0.023175ms, AsyncWrite=0.100642ms, UnaccountedTime=0.215195ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__61F5CC0CCE5D9CD95B83AA1CB53B0B5FE41AC847, StartTime=2015.11.08-20.39.03, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.116207ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_69, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/OpaqueUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.086740ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.102300ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004306ms, SerializeSummary=0.006620ms, SerializeNames=0.039067ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.403907ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.130773ms, SerializeBulkData=0.008609ms, AsyncWrite=0.068530ms, UnaccountedTime=15.280217ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_70, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultPaperTerrainMaterial.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.082768ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.023175ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.010259ms, SerializeNames=0.023179ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.259891ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.010926ms, SerializeBulkData=0.007283ms, AsyncWrite=0.053301ms, UnaccountedTime=0.069194ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_71, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySprite.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.019532ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.032775ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.006955ms, SerializeNames=0.031780ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.520773ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.021521ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051979ms, UnaccountedTime=0.071179ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_72, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_CapsuleMesh.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.048004ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.061247ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.006620ms, SerializeNames=0.027150ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.419464ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.075486ms, SerializeBulkData=0.009600ms, AsyncWrite=0.064891ms, UnaccountedTime=0.081442ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_73, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.114553ms, TagPackageExports=0.048004ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.065550ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004303ms, SerializeSummary=0.009600ms, SerializeNames=0.028472ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.008609ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.431053ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.008605ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.123490ms, SerializeBulkData=0.010263ms, AsyncWrite=0.092037ms, UnaccountedTime=0.099983ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_74, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.082437ms, TagPackageExports=0.229429ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.260223ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004306ms, SerializeSummary=0.008937ms, SerializeNames=0.050988ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.013243ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.695910ms, SortExportsSeekfree=0.006288ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=0.360206ms, SerializeBulkData=0.009932ms, AsyncWrite=0.114217ms, UnaccountedTime=0.119518ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_75, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.131432ms, TagPackageExports=0.366494ms, BeginCacheForCookedPlatformData=0.008609ms, SerializeImports=0.653200ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.015229ms, SerializeSummary=0.010263ms, SerializeNames=0.094026ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.159245ms, SortExportsNonSeekfree=1.603372ms, SortExportsSeekfreeConstructor=0.026487ms, SortExportsSeekfreeInner=1.500409ms, SortExportsSeekfree=0.010263ms, BuildDependencyMap=0.035092ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.010926ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025824ms, SerializeExports=0.399601ms, SerializeBulkData=0.011586ms, AsyncWrite=0.150636ms, UnaccountedTime=23.109034ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.08-20.39.04, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=51.746609ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_76, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.005957ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.078134ms, BeginCacheForCookedPlatformData=0.035424ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009935ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.158582ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.046350ms, SerializeBulkData=0.007946ms, AsyncWrite=0.069857ms, UnaccountedTime=0.160899ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.08-20.39.04, HierarchicalDDC, Duration=0.011917ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=48.553436ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_77, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.098661ms, TagPackageExports=0.083100ms, BeginCacheForCookedPlatformData=0.035424ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.008937ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.160571ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.048995ms, SerializeBulkData=0.027813ms, AsyncWrite=0.120178ms, UnaccountedTime=0.165537ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId1FB378914178CE1D7BA33989CCA4EF09_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=311.343750ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=310.858398ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId50ED686A41719344DF830A96EA96EE21_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.145007ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_78, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.098329ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.062570ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.007287ms, SerializeNames=0.030126ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.690281ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.070520ms, SerializeBulkData=0.009269ms, AsyncWrite=0.056945ms, UnaccountedTime=0.084423ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_79, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/RemoveSurfaceMaterial.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.064228ms, TagPackageExports=0.086740ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.085086ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003312ms, SerializeSummary=0.006292ms, SerializeNames=0.027809ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.273462ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.100978ms, SerializeBulkData=0.007946ms, AsyncWrite=0.053965ms, UnaccountedTime=0.076808ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_80, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/DebugMeshMaterial.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.128787ms, TagPackageExports=0.134744ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.196986ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.072502ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.463497ms, SortExportsSeekfree=0.006292ms, BuildDependencyMap=0.011254ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023175ms, SerializeExports=0.322793ms, SerializeBulkData=0.013903ms, AsyncWrite=0.145670ms, UnaccountedTime=0.199635ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_81, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/M_InvalidLightmapSettings.uasset, FlushAsyncLoading=0.019863ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.141695ms, TagPackageExports=0.290681ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.310875ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.005629ms, SerializeSummary=0.009600ms, SerializeNames=0.141039ms, SerializeGatherableTextData=0.003640ms, BuildExportMap=0.030458ms, SortExportsNonSeekfree=0.014570ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.818737ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.390001ms, SerializeBulkData=0.009932ms, AsyncWrite=0.092372ms, UnaccountedTime=0.124149ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.08-20.39.04, HierarchicalDDC, Duration=0.015892ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
DDCTransactionId3E1DB9654F39D18C557157848B93DC30_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.08-20.39.04, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=26.761398ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
