DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.56.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.530042ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.103954ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.110578ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_36, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Director.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.072174ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.049330ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003312ms, SerializeSummary=0.007283ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.150308ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.071511ms, SerializeBulkData=0.008609ms, AsyncWrite=0.045687ms, UnaccountedTime=1.910277ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.091705ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_37, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Event.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.073832ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.034098ms, SerializeImports=0.051320ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003643ms, SerializeSummary=0.007614ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.901174ms, SortExportsSeekfree=0.005625ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.048999ms, SerializeBulkData=0.008609ms, AsyncWrite=0.061579ms, UnaccountedTime=0.129778ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.105612ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_38, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Anim.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.068862ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.050325ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003308ms, SerializeSummary=0.006955ms, SerializeNames=0.012908ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.152625ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.063565ms, SerializeBulkData=0.009272ms, AsyncWrite=0.046682ms, UnaccountedTime=0.121173ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdAF8B2F72407BD4262F5DA1A5BD69D56B_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=638 bytes, Retrieved=true, Duration=0.087731ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_39, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Fade.uasset, FlushAsyncLoading=0.003643ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.064224ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.048667ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003308ms, SerializeSummary=0.005960ms, SerializeNames=0.011258ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006951ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.144016ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.043038ms, SerializeBulkData=0.007618ms, AsyncWrite=0.044364ms, UnaccountedTime=0.113886ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E55F8197440DD2855E7F4D9816C88__8C327CBFD9FF709EE9C0ADFE1A98D0ACA249D12C, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E55F8197440DD2855E7F4D9816C88__8C327CBFD9FF709EE9C0ADFE1A98D0ACA249D12C, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.082437ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_40, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Move.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.058599ms, TagPackageExports=0.044033ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.046682ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003312ms, SerializeSummary=0.005625ms, SerializeNames=0.010595ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.006288ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.134081ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.042379ms, SerializeBulkData=0.006951ms, AsyncWrite=0.043038ms, UnaccountedTime=0.111572ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_153, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6C0C4B74D09BE1A7E2C31B7CA775__2D28A6C5912624B2DBBF3FF9FB4C97846C5B7077, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.080120ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_41, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Slomo.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.061911ms, TagPackageExports=0.044692ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.046019ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.005960ms, SerializeNames=0.010923ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.138719ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.045359ms, SerializeBulkData=0.007283ms, AsyncWrite=0.044364ms, UnaccountedTime=0.113886ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_154, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7D98C11E41884B4A67A497A07B028__D056AE9858611F8551086C386BCEE9909E137C18, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.075154ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_42, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_ColorTrack.uasset, FlushAsyncLoading=0.003308ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.057276ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.047341ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.006292ms, SerializeNames=0.017215ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006288ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.137724ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008605ms, SerializeExports=0.043701ms, SerializeBulkData=0.006955ms, AsyncWrite=0.047673ms, UnaccountedTime=0.149645ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_155, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.017215ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.092700ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_43, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Toggle.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.061247ms, TagPackageExports=0.045024ms, BeginCacheForCookedPlatformData=0.051316ms, SerializeImports=0.051979ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.006620ms, SerializeNames=0.012252ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.144348ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.043042ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046350ms, UnaccountedTime=0.784967ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_156, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.017546ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.099652ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_44, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.077471ms, TagPackageExports=0.045687ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.051316ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.013571ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.151962ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.044033ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046019ms, UnaccountedTime=0.119187ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.082433ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_45, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.003643ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060257ms, TagPackageExports=0.044696ms, BeginCacheForCookedPlatformData=0.033766ms, SerializeImports=0.046350ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.002977ms, SerializeSummary=0.005629ms, SerializeNames=0.010926ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.012580ms, SortExportsSeekfreeInner=0.135738ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.043370ms, SerializeBulkData=0.007283ms, AsyncWrite=0.044364ms, UnaccountedTime=0.117198ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.131764ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_46, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.070520ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.050321ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007614ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.148650ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.045028ms, SerializeBulkData=0.007946ms, AsyncWrite=0.046350ms, UnaccountedTime=0.117529ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.073496ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_47, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.069857ms, TagPackageExports=0.044696ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.048336ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.006620ms, SerializeNames=0.011917ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.145670ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.043701ms, SerializeBulkData=0.007283ms, AsyncWrite=0.076808ms, UnaccountedTime=0.118192ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.29-16.56.13, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.29-16.56.13, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=0.232745ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
