DDCTransactionId8AC1FA334196812AD52900884CAD1BD5_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.01-14.24.27, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.522099ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_48, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.065550ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.048336ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.007946ms, SerializeNames=0.125144ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.138056ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.088729ms, SerializeBulkData=0.015557ms, AsyncWrite=0.081114ms, UnaccountedTime=0.131100ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_49, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.075817ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.021521ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005625ms, SerializeSummary=0.008278ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.042707ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.047676ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.009600ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051647ms, UnaccountedTime=0.076145ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_50, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.085413ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.017878ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.006292ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.039399ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.008278ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046019ms, UnaccountedTime=0.064559ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_51, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.019863ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.055619ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.005957ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.024833ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=0.036750ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.007614ms, SerializeBulkData=0.006951ms, AsyncWrite=0.045028ms, UnaccountedTime=0.091705ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_52, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.058930ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.015888ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006292ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.014566ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.012252ms, SortExportsSeekfreeInner=0.145338ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.161234ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.029799ms, SerializeExports=0.011917ms, SerializeBulkData=0.007614ms, AsyncWrite=0.077803ms, UnaccountedTime=0.584338ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_53, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.072837ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.041053ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.005297ms, SerializeSummary=0.008274ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.045359ms, BuildExportMap=0.019532ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.070188ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.010263ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050656ms, UnaccountedTime=0.094023ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_54, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.065882ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004306ms, SerializeSummary=0.006620ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=0.058930ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.008278ms, SerializeBulkData=0.006951ms, AsyncWrite=0.044696ms, UnaccountedTime=21.560617ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_55, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.008941ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.011586ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.022184ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003643ms, SerializeSummary=0.009932ms, SerializeNames=0.017218ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.045359ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.010263ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047341ms, UnaccountedTime=0.223804ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_56, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.061579ms, TagPackageExports=0.046682ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.057276ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005629ms, SerializeSummary=0.024829ms, SerializeNames=0.023507ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.672404ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.054296ms, SerializeBulkData=0.008278ms, AsyncWrite=0.053965ms, UnaccountedTime=0.071179ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_57, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.126138ms, TagPackageExports=1.608338ms, BeginCacheForCookedPlatformData=0.017546ms, SerializeImports=1.559012ms, GatherLocalizableTextData=0.007946ms, MarkNames=0.013571ms, SerializeSummary=0.011258ms, SerializeNames=0.282403ms, SerializeGatherableTextData=0.003975ms, BuildExportMap=0.158913ms, SortExportsNonSeekfree=0.484355ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=2.337355ms, SortExportsSeekfree=0.009600ms, BuildDependencyMap=0.027478ms, SerializeImportMap=0.006288ms, SerializeExportMap=0.009272ms, SerializeDependencyMap=0.004306ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023175ms, SerializeExports=3.076635ms, SerializeBulkData=0.025161ms, AsyncWrite=0.558183ms, UnaccountedTime=0.120841ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_58, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.100974ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.018872ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004306ms, SerializeSummary=0.010926ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011258ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=0.024166ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.008278ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050321ms, UnaccountedTime=0.076476ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionId8AC1FA334196812AD52900884CAD1BD5_145, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.01-14.24.32, HierarchicalDDC, Duration=0.024166ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionIdF151322242C1417F1298B29FB7F07E01_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.01-14.24.32, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.203937ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_59, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.108924ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.034433ms, SerializeImports=0.062902ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.151962ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.046682ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050321ms, UnaccountedTime=0.143684ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionId8AC1FA334196812AD52900884CAD1BD5_146, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.01-14.24.32, HierarchicalDDC, Duration=0.011586ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionIdECD9F46D4B5B1F29A649BFA0835B1BC0_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.01-14.24.32, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.143025ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_60, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.070848ms, TagPackageExports=0.045028ms, BeginCacheForCookedPlatformData=0.058930ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006951ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.013240ms, SortExportsSeekfreeInner=0.151299ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.125475ms, SerializeBulkData=0.009269ms, AsyncWrite=0.078466ms, UnaccountedTime=0.134744ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_61, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.063233ms, TagPackageExports=0.090715ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004638ms, SerializeSummary=0.007614ms, SerializeNames=0.050321ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.218838ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.020195ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.027146ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053965ms, UnaccountedTime=0.078134ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_62, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.064559ms, TagPackageExports=0.162885ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.167523ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.008274ms, SerializeNames=0.074822ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.024166ms, SortExportsNonSeekfree=0.008941ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.559509ms, SortExportsSeekfree=0.010923ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.296637ms, SerializeBulkData=0.011258ms, AsyncWrite=0.065222ms, UnaccountedTime=0.391323ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionId8AC1FA334196812AD52900884CAD1BD5_147, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.01-14.24.32, HierarchicalDDC, Duration=0.012252ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
DDCTransactionIdF151322242C1417F1298B29FB7F07E01_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.01-14.24.32, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.160899ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_63, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.071179ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.034098ms, SerializeImports=0.052642ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007614ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.113558ms, SortExportsSeekfreeInner=0.353914ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.047676ms, SerializeBulkData=0.007614ms, AsyncWrite=0.059590ms, UnaccountedTime=0.262208ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_64, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.010267ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.086740ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.018205ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.240687ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.009269ms, SerializeBulkData=0.007614ms, AsyncWrite=0.052311ms, UnaccountedTime=0.067867ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_65, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.073828ms, TagPackageExports=0.011254ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.020526ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.006292ms, SerializeNames=0.026155ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.310212ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.013907ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048004ms, UnaccountedTime=0.074159ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
SavePackageTransactionId7DE22BBC470FA0AAEF3E3FA3EC234ECE_66, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.090051ms, TagPackageExports=0.310212ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.197321ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005629ms, SerializeSummary=0.008941ms, SerializeNames=0.060916ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.030790ms, SortExportsNonSeekfree=0.038736ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.661809ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.216849ms, SerializeBulkData=0.008941ms, AsyncWrite=0.070848ms, UnaccountedTime=0.103295ms, RunGuid=RunIDAD40816248FF34A7903D23BEB2C28AE0
