DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.50.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.470448ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.017215ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.079457ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_43, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Toggle.uasset, FlushAsyncLoading=0.003971ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.064559ms, BeginCacheForCookedPlatformData=0.046350ms, SerializeImports=0.052642ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.002977ms, SerializeSummary=0.005960ms, SerializeNames=0.010595ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006951ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.142690ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.046350ms, SerializeBulkData=0.007283ms, AsyncWrite=0.049330ms, UnaccountedTime=0.122827ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.016883ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.084091ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_44, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.066876ms, TagPackageExports=0.050653ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.007283ms, SerializeNames=0.011921ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.158913ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.033107ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.049993ms, SerializeBulkData=0.007614ms, AsyncWrite=0.056282ms, UnaccountedTime=0.133090ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.085749ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_45, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.072833ms, TagPackageExports=0.071179ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.007614ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.175137ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.047345ms, SerializeBulkData=0.007614ms, AsyncWrite=0.052638ms, UnaccountedTime=0.131436ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.236385ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.143025ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_46, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.074159ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.052974ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003308ms, SerializeSummary=0.007283ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007946ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.162885ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.047345ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048008ms, UnaccountedTime=0.135738ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.009935ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.072174ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_47, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.064891ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.049658ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.005960ms, SerializeNames=0.011254ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.006951ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.141367ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008605ms, SerializeExports=0.046019ms, SerializeBulkData=0.007287ms, AsyncWrite=0.047009ms, UnaccountedTime=0.122499ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_153, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=0.231087ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_48, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.008278ms, BlockTillAllRequestsFinished=0.006951ms, ResetLoadersForSaveUnMarkAllObjects=0.079125ms, TagPackageExports=0.047013ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.048004ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003643ms, SerializeSummary=0.005960ms, SerializeNames=0.009269ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006955ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.123490ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.054959ms, SerializeBulkData=0.007614ms, AsyncWrite=0.058599ms, UnaccountedTime=0.142030ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_49, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.224799ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.055291ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.005629ms, SerializeSummary=0.007614ms, SerializeNames=0.025161ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.027481ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.045687ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.009604ms, SerializeBulkData=0.096008ms, AsyncWrite=0.321466ms, UnaccountedTime=0.082437ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_50, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.066545ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.017215ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003975ms, SerializeSummary=0.005957ms, SerializeNames=0.014570ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.038404ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.007942ms, SerializeBulkData=0.006955ms, AsyncWrite=0.046350ms, UnaccountedTime=0.060584ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_51, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.156596ms, TagPackageExports=0.011254ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.005297ms, SerializeSummary=0.006288ms, SerializeNames=0.019535ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.025824ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.042379ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.003640ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010591ms, SerializeExports=0.044033ms, SerializeBulkData=0.010263ms, AsyncWrite=0.080448ms, UnaccountedTime=0.101972ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_52, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.066876ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.006292ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.038072ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.007942ms, SerializeBulkData=0.006955ms, AsyncWrite=0.047673ms, UnaccountedTime=0.063896ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_53, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.003971ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.054959ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.014897ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.004638ms, SerializeSummary=0.005625ms, SerializeNames=0.017550ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.013903ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.056282ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.008278ms, SerializeBulkData=0.006620ms, AsyncWrite=0.046019ms, UnaccountedTime=0.059262ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_54, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.003971ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.055950ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.013575ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003971ms, SerializeSummary=0.005297ms, SerializeNames=0.015892ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006288ms, SortExportsSeekfreeInner=0.052974ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.007614ms, SerializeBulkData=0.006624ms, AsyncWrite=0.044696ms, UnaccountedTime=0.123817ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_55, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.086740ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.024833ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.003975ms, SerializeSummary=0.005629ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.014238ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.034101ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.006955ms, SerializeBulkData=0.006620ms, AsyncWrite=0.045687ms, UnaccountedTime=0.061247ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_56, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.061247ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.056941ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005629ms, SerializeSummary=0.006620ms, SerializeNames=0.021521ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.016555ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.873365ms, SortExportsSeekfree=0.007946ms, BuildDependencyMap=0.010923ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.062905ms, SerializeBulkData=0.009269ms, AsyncWrite=0.072502ms, UnaccountedTime=0.090051ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_57, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.141367ms, TagPackageExports=1.261376ms, BeginCacheForCookedPlatformData=0.010267ms, SerializeImports=1.574237ms, GatherLocalizableTextData=0.006620ms, MarkNames=0.016555ms, SerializeSummary=0.013243ms, SerializeNames=0.124481ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.149313ms, SortExportsNonSeekfree=0.509847ms, SortExportsSeekfreeConstructor=0.028141ms, SortExportsSeekfreeInner=2.164207ms, SortExportsSeekfree=0.007283ms, BuildDependencyMap=0.025824ms, SerializeImportMap=0.006288ms, SerializeExportMap=0.008941ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022512ms, SerializeExports=3.232241ms, SerializeBulkData=0.022843ms, AsyncWrite=0.255916ms, UnaccountedTime=0.121173ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_58, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.086080ms, TagPackageExports=0.007614ms, BeginCacheForCookedPlatformData=0.002645ms, SerializeImports=0.016555ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.009932ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.011254ms, SortExportsSeekfreeInner=0.025496ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.007946ms, SerializeBulkData=0.007283ms, AsyncWrite=0.050984ms, UnaccountedTime=0.078134ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_154, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.28-21.50.29, HierarchicalDDC, Duration=0.020195ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.28-21.50.29, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.162225ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
