DDCTransactionId7DD710DF4B0C2D280045CEA328218379_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.51.22, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.651218ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_177, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.24-15.51.29, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_97, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/BSPVertex.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083432ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.034764ms, SerializeImports=0.065882ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003312ms, SerializeSummary=0.009600ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.157923ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.046019ms, SerializeBulkData=0.008278ms, AsyncWrite=0.053633ms, UnaccountedTime=0.128787ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_178, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.24-15.51.29, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.091046ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_98, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/WireframeMaterial.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.093032ms, TagPackageExports=1.603041ms, BeginCacheForCookedPlatformData=0.028804ms, SerializeImports=1.725540ms, GatherLocalizableTextData=0.010263ms, MarkNames=0.005294ms, SerializeSummary=0.011258ms, SerializeNames=0.080783ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=1.657996ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=3.390159ms, SerializeBulkData=0.044033ms, AsyncWrite=0.392981ms, UnaccountedTime=0.134412ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_99, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/GeomMaterial.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.110578ms, TagPackageExports=0.189040ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.305578ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.006292ms, SerializeSummary=0.011254ms, SerializeNames=0.067208ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.051647ms, SortExportsNonSeekfree=0.120509ms, SortExportsSeekfreeConstructor=0.011921ms, SortExportsSeekfreeInner=0.567451ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.012912ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017881ms, SerializeExports=0.211883ms, SerializeBulkData=0.009932ms, AsyncWrite=0.081446ms, UnaccountedTime=0.106603ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_100, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationLitMaterial.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.087403ms, TagPackageExports=6.631006ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=7.649377ms, GatherLocalizableTextData=0.011589ms, MarkNames=0.006292ms, SerializeSummary=0.012249ms, SerializeNames=0.160899ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.023175ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=7.383529ms, SortExportsSeekfree=0.011254ms, BuildDependencyMap=0.012580ms, SerializeImportMap=0.004638ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=16.772020ms, SerializeBulkData=0.027146ms, AsyncWrite=3.155761ms, UnaccountedTime=0.155605ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_101, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationUnlitMaterial.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.130109ms, TagPackageExports=1.608010ms, BeginCacheForCookedPlatformData=0.016551ms, SerializeImports=2.351593ms, GatherLocalizableTextData=0.009932ms, MarkNames=0.004634ms, SerializeSummary=0.011258ms, SerializeNames=0.083759ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.841411ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.011589ms, SerializeImportMap=0.005625ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021853ms, SerializeExports=2.940897ms, SerializeBulkData=0.044364ms, AsyncWrite=0.311207ms, UnaccountedTime=0.110909ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_102, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.090051ms, TagPackageExports=6.875668ms, BeginCacheForCookedPlatformData=0.015888ms, SerializeImports=7.265668ms, GatherLocalizableTextData=0.010926ms, MarkNames=0.008609ms, SerializeSummary=0.011917ms, SerializeNames=0.164874ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.058267ms, SortExportsNonSeekfree=0.113226ms, SortExportsSeekfreeConstructor=0.025492ms, SortExportsSeekfreeInner=7.465303ms, SortExportsSeekfree=0.010926ms, BuildDependencyMap=0.025161ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022184ms, SerializeExports=16.015854ms, SerializeBulkData=0.024829ms, AsyncWrite=2.989233ms, UnaccountedTime=0.165205ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_103, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationLitMaterial.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.122495ms, TagPackageExports=7.071000ms, BeginCacheForCookedPlatformData=0.016220ms, SerializeImports=7.109735ms, GatherLocalizableTextData=0.010595ms, MarkNames=0.010263ms, SerializeSummary=0.012249ms, SerializeNames=0.164874ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.110909ms, SortExportsNonSeekfree=0.177454ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=7.278249ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.025161ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.006288ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=16.764074ms, SerializeBulkData=0.023507ms, AsyncWrite=4.115537ms, UnaccountedTime=0.147656ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_104, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationUnlitMateri.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.103295ms, TagPackageExports=1.455717ms, BeginCacheForCookedPlatformData=0.010259ms, SerializeImports=1.812279ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.007946ms, SerializeSummary=0.010926ms, SerializeNames=0.086408ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.060920ms, SortExportsNonSeekfree=0.201289ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=2.104945ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.017215ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018872ms, SerializeExports=2.535336ms, SerializeBulkData=0.022843ms, AsyncWrite=0.273794ms, UnaccountedTime=0.143684ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_105, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorMaterial.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.110578ms, TagPackageExports=0.482038ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.499584ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.005297ms, SerializeSummary=0.010591ms, SerializeNames=0.085417ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.019867ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=1.461342ms, SortExportsSeekfree=0.007614ms, BuildDependencyMap=0.011258ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.798542ms, SerializeBulkData=0.012580ms, AsyncWrite=0.132099ms, UnaccountedTime=0.106934ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_106, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_ColorOnly.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.079788ms, TagPackageExports=0.238370ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.167523ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009269ms, SerializeNames=0.045691ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016551ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.440985ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.212546ms, SerializeBulkData=0.009600ms, AsyncWrite=0.074491ms, UnaccountedTime=0.086408ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_107, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.070188ms, TagPackageExports=0.134412ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.159245ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.006955ms, SerializeNames=0.043038ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014570ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.405230ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010591ms, SerializeExports=0.205927ms, SerializeBulkData=0.008941ms, AsyncWrite=0.063896ms, UnaccountedTime=0.078131ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_108, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_RedOnly.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.072837ms, TagPackageExports=0.133421ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.161562ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004638ms, SerializeSummary=0.008605ms, SerializeNames=0.044033ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.422448ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.209566ms, SerializeBulkData=0.008941ms, AsyncWrite=0.070851ms, UnaccountedTime=0.084423ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_109, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_GreenOnly.uasset, FlushAsyncLoading=0.008274ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.075154ms, TagPackageExports=0.133753ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.160903ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.003975ms, SerializeSummary=0.011254ms, SerializeNames=0.054628ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014897ms, SortExportsNonSeekfree=0.009604ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.410527ms, SortExportsSeekfree=0.245985ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.216521ms, SerializeBulkData=0.009269ms, AsyncWrite=0.085749ms, UnaccountedTime=0.081442ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_110, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_BlueOnly.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.061579ms, TagPackageExports=0.173815ms, BeginCacheForCookedPlatformData=0.004962ms, SerializeImports=0.159577ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.006620ms, SerializeNames=0.042047ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.013903ms, SortExportsNonSeekfree=0.008941ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.399601ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.205595ms, SerializeBulkData=0.008937ms, AsyncWrite=0.065882ms, UnaccountedTime=0.081774ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_111, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/BoneWeightMaterial.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.084091ms, TagPackageExports=0.852175ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.919048ms, GatherLocalizableTextData=0.004306ms, MarkNames=0.027146ms, SerializeSummary=0.068203ms, SerializeNames=0.071842ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.031453ms, SortExportsNonSeekfree=0.013903ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.579206ms, SortExportsSeekfree=0.005625ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019535ms, SerializeExports=1.592115ms, SerializeBulkData=0.021521ms, AsyncWrite=0.208244ms, UnaccountedTime=0.109918ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_179, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.24-15.51.29, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.24-15.51.29, HierarchicalDDC, DataSize=1909 bytes, Retrieved=true, Duration=0.678364ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_112, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/HeatmapGradient.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083763ms, TagPackageExports=0.058599ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.066545ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.009932ms, SerializeNames=0.015888ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010591ms, SortExportsSeekfreeInner=0.162225ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.048008ms, SerializeBulkData=0.011254ms, AsyncWrite=0.056282ms, UnaccountedTime=0.137728ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__C63D40BDCBDD34BF7686F4DE7E8E3F79E3975346, StartTime=2015.11.24-15.51.29, HierarchicalDDC, DataSize=2307 bytes, Retrieved=true, Duration=0.050653ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__51E0BAA5DE2C6204E477108FEF679A79290291B4, StartTime=2015.11.24-15.51.29, HierarchicalDDC, DataSize=1283 bytes, Retrieved=true, Duration=0.042707ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__377AF1476D1F084F5702571C4DF930106762A4A4, StartTime=2015.11.24-15.51.29, HierarchicalDDC, DataSize=771 bytes, Retrieved=true, Duration=0.033110ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_113, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PhAT_JointLimitMaterial.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.099983ms, TagPackageExports=0.154939ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.183083ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.009600ms, SerializeNames=0.057936ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.023507ms, SortExportsNonSeekfree=0.022843ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.467140ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.210561ms, SerializeBulkData=0.009269ms, AsyncWrite=0.076476ms, UnaccountedTime=0.096012ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_114, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicatorMaterial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.070848ms, TagPackageExports=0.219502ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.230424ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.008609ms, SerializeNames=0.063896ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022516ms, SortExportsNonSeekfree=0.009932ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=0.927992ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.365835ms, SerializeBulkData=0.010259ms, AsyncWrite=0.092700ms, UnaccountedTime=0.104286ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_180, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.24-15.51.29, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
