DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.49.37, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.705179ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionId329C829C447F3C97F8F3E4B555717E78_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A00F1654C244F95E8B15E9A15BE5__B5A75B4FADFF7B7810A15EB439CFB3B72B6A4306, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.103958ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_98, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/WireframeMaterial.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.076145ms, TagPackageExports=1.405060ms, BeginCacheForCookedPlatformData=0.008278ms, SerializeImports=1.989402ms, GatherLocalizableTextData=0.005297ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=0.186060ms, SerializeGatherableTextData=0.003975ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=2.062235ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=3.268655ms, SerializeBulkData=0.018872ms, AsyncWrite=0.388015ms, UnaccountedTime=0.126801ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_99, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/GeomMaterial.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.096012ms, TagPackageExports=0.170168ms, BeginCacheForCookedPlatformData=0.006624ms, SerializeImports=0.207912ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.005960ms, SerializeSummary=0.008941ms, SerializeNames=0.069194ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.052970ms, SortExportsNonSeekfree=0.039730ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.564806ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.217844ms, SerializeBulkData=0.010926ms, AsyncWrite=0.068530ms, UnaccountedTime=0.083100ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_100, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationLitMaterial.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.101641ms, TagPackageExports=6.636303ms, BeginCacheForCookedPlatformData=0.012580ms, SerializeImports=10.843214ms, GatherLocalizableTextData=0.010926ms, MarkNames=0.006620ms, SerializeSummary=0.012580ms, SerializeNames=0.158913ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.021521ms, SortExportsNonSeekfree=0.010595ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=7.170320ms, SortExportsSeekfree=0.009272ms, BuildDependencyMap=0.012249ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=18.188339ms, SerializeBulkData=0.024166ms, AsyncWrite=3.027309ms, UnaccountedTime=0.144012ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_101, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/LevelColorationUnlitMaterial.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.004638ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.114549ms, TagPackageExports=3.454387ms, BeginCacheForCookedPlatformData=0.011586ms, SerializeImports=2.032109ms, GatherLocalizableTextData=0.006624ms, MarkNames=0.004634ms, SerializeSummary=0.010923ms, SerializeNames=0.082105ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.007287ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.645416ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=3.660977ms, SerializeBulkData=0.021849ms, AsyncWrite=0.541963ms, UnaccountedTime=0.113226ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_102, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.095349ms, TagPackageExports=6.399590ms, BeginCacheForCookedPlatformData=0.019200ms, SerializeImports=7.195480ms, GatherLocalizableTextData=0.009604ms, MarkNames=0.008274ms, SerializeSummary=0.011921ms, SerializeNames=0.165865ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.057608ms, SortExportsNonSeekfree=0.113226ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=10.749519ms, SortExportsSeekfree=0.011258ms, BuildDependencyMap=0.018537ms, SerializeImportMap=0.005957ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.004970ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021849ms, SerializeExports=19.148111ms, SerializeBulkData=0.023838ms, AsyncWrite=3.278919ms, UnaccountedTime=0.186726ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_103, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationLitMaterial.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.124816ms, TagPackageExports=13.436816ms, BeginCacheForCookedPlatformData=0.017215ms, SerializeImports=6.917715ms, GatherLocalizableTextData=0.008274ms, MarkNames=0.009272ms, SerializeSummary=0.011254ms, SerializeNames=0.801522ms, SerializeGatherableTextData=0.006292ms, BuildExportMap=0.091374ms, SortExportsNonSeekfree=0.176132ms, SortExportsSeekfreeConstructor=0.010591ms, SortExportsSeekfreeInner=7.550720ms, SortExportsSeekfree=0.009932ms, BuildDependencyMap=0.020195ms, SerializeImportMap=0.005957ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=21.466927ms, SerializeBulkData=0.022843ms, AsyncWrite=3.465973ms, UnaccountedTime=0.215530ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_104, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/ShadedLevelColorationUnlitMateri.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.104290ms, TagPackageExports=2.042703ms, BeginCacheForCookedPlatformData=0.013907ms, SerializeImports=2.223797ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.008278ms, SerializeSummary=0.011586ms, SerializeNames=0.091046ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.060584ms, SortExportsNonSeekfree=0.201292ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=2.463166ms, SortExportsSeekfree=0.007614ms, BuildDependencyMap=0.017215ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.005957ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018869ms, SerializeExports=4.204262ms, SerializeBulkData=0.022184ms, AsyncWrite=0.286374ms, UnaccountedTime=0.113226ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_105, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorMaterial.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.098988ms, TagPackageExports=0.481047ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.526734ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.005297ms, SerializeSummary=0.010263ms, SerializeNames=0.085417ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.009932ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=1.242839ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=1.185231ms, SerializeBulkData=0.015892ms, AsyncWrite=0.131767ms, UnaccountedTime=0.097997ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_106, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_ColorOnly.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.079125ms, TagPackageExports=0.151299ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.174142ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.008278ms, SerializeNames=0.046019ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.421453ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.230756ms, SerializeBulkData=0.010263ms, AsyncWrite=0.064887ms, UnaccountedTime=0.083100ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_107, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.070851ms, TagPackageExports=0.144348ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.166859ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.006955ms, SerializeNames=0.045024ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.013907ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.425760ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.212219ms, SerializeBulkData=0.009269ms, AsyncWrite=0.061579ms, UnaccountedTime=0.078466ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_108, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_RedOnly.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002645ms, ResetLoadersForSaveUnMarkAllObjects=0.069857ms, TagPackageExports=0.143021ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.167523ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004306ms, SerializeSummary=0.007614ms, SerializeNames=0.044361ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.013907ms, SortExportsNonSeekfree=0.009269ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.407878ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.628371ms, SerializeBulkData=0.011921ms, AsyncWrite=0.067871ms, UnaccountedTime=0.080448ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_109, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_GreenOnly.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=5.240839ms, TagPackageExports=0.151299ms, BeginCacheForCookedPlatformData=0.007614ms, SerializeImports=0.180103ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004970ms, SerializeSummary=0.010263ms, SerializeNames=0.048667ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016220ms, SortExportsNonSeekfree=0.009935ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.624400ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.413839ms, SerializeBulkData=0.012580ms, AsyncWrite=0.086743ms, UnaccountedTime=0.099652ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_110, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_BlueOnly.uasset, FlushAsyncLoading=0.008274ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.076145ms, TagPackageExports=0.554211ms, BeginCacheForCookedPlatformData=0.008609ms, SerializeImports=0.178114ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004303ms, SerializeSummary=0.009604ms, SerializeNames=0.047673ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.010267ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.668433ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015888ms, SerializeExports=0.217184ms, SerializeBulkData=0.009600ms, AsyncWrite=0.081774ms, UnaccountedTime=0.097003ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_111, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/BoneWeightMaterial.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.094686ms, TagPackageExports=1.029298ms, BeginCacheForCookedPlatformData=0.007287ms, SerializeImports=1.091205ms, GatherLocalizableTextData=0.004306ms, MarkNames=0.005297ms, SerializeSummary=0.008937ms, SerializeNames=0.068530ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.028804ms, SortExportsNonSeekfree=0.014238ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=1.657337ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017881ms, SerializeExports=3.398433ms, SerializeBulkData=0.025824ms, AsyncWrite=0.480711ms, UnaccountedTime=0.120841ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_178, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.29-16.49.46, HierarchicalDDC, Duration=0.013240ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=1909 bytes, Retrieved=true, Duration=0.285383ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_112, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/HeatmapGradient.uasset, FlushAsyncLoading=0.008274ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.088397ms, TagPackageExports=0.059262ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.010259ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.154942ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.048004ms, SerializeBulkData=0.010926ms, AsyncWrite=0.053633ms, UnaccountedTime=0.127465ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__C63D40BDCBDD34BF7686F4DE7E8E3F79E3975346, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=2307 bytes, Retrieved=true, Duration=0.050653ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__51E0BAA5DE2C6204E477108FEF679A79290291B4, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=1283 bytes, Retrieved=true, Duration=0.047013ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__377AF1476D1F084F5702571C4DF930106762A4A4, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=771 bytes, Retrieved=true, Duration=0.033438ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_113, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PhAT_JointLimitMaterial.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.093363ms, TagPackageExports=0.148982ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.182752ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004966ms, SerializeSummary=0.008609ms, SerializeNames=0.059262ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022184ms, SortExportsNonSeekfree=0.022843ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=0.460189ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.207912ms, SerializeBulkData=0.009600ms, AsyncWrite=0.065550ms, UnaccountedTime=0.084095ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
SavePackageTransactionId2E5EB3F84BB5A11FC8E16F911E7704C9_114, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicatorMaterial.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.073168ms, TagPackageExports=0.237707ms, BeginCacheForCookedPlatformData=0.006620ms, SerializeImports=0.240356ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.009272ms, SerializeNames=0.066876ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.023175ms, SortExportsNonSeekfree=0.010926ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.628039ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.348616ms, SerializeBulkData=0.009932ms, AsyncWrite=0.655521ms, UnaccountedTime=0.106603ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdE52F2D6B4BD7FA11CC0730BA49B9399D_179, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.29-16.49.46, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdEE5CE28F4CCBA55C35AC20BCA7ABADE4_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=23251 bytes, Retrieved=true, Duration=0.483364ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
DDCTransactionIdDD91DC004E18FB908D81B4B97AEFC2C6_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__16171D0A279E1163332B683EBEBC3BC1F3E98016, StartTime=2015.11.29-16.49.46, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=2.632342ms, RunGuid=RunID281C4D3D4641A5D4560B4AA53FDA7674
