DDCTransactionId6456C148451451DBE52729B5FEB22698_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-12.42.54, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.503227ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_50, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.061579ms, TagPackageExports=0.008605ms, BeginCacheForCookedPlatformData=0.002652ms, SerializeImports=0.016220ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.006288ms, SerializeNames=0.014238ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.037413ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.007614ms, SerializeBulkData=0.006955ms, AsyncWrite=0.042707ms, UnaccountedTime=0.060588ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_51, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.003971ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.052970ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.015892ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.004966ms, SerializeSummary=0.005629ms, SerializeNames=0.027478ms, SerializeGatherableTextData=0.002980ms, BuildExportMap=0.024501ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.033770ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001654ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.007614ms, SerializeBulkData=0.006624ms, AsyncWrite=0.042047ms, UnaccountedTime=0.059921ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_52, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.004970ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.076149ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.018541ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007283ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.041053ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.008278ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047013ms, UnaccountedTime=0.170503ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_53, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.062902ms, TagPackageExports=0.014570ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.017546ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.006624ms, SerializeNames=0.019200ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006288ms, SortExportsSeekfreeInner=0.063896ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.008937ms, SerializeBulkData=0.006955ms, AsyncWrite=0.047673ms, UnaccountedTime=4.898187ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_54, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.199966ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.022180ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.007950ms, SortExportsSeekfreeInner=0.071179ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.010595ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059925ms, UnaccountedTime=0.071838ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_55, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.058930ms, TagPackageExports=0.008609ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.015561ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.005629ms, SerializeNames=0.014238ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.032779ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004962ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008605ms, SerializeExports=0.006955ms, SerializeBulkData=0.006620ms, AsyncWrite=0.040725ms, UnaccountedTime=0.057273ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_56, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.055950ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.005957ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.014566ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.631351ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.056610ms, SerializeBulkData=0.008941ms, AsyncWrite=0.050653ms, UnaccountedTime=0.067871ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_57, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.130773ms, TagPackageExports=1.356728ms, BeginCacheForCookedPlatformData=0.013240ms, SerializeImports=1.430225ms, GatherLocalizableTextData=0.005960ms, MarkNames=0.013243ms, SerializeSummary=0.011254ms, SerializeNames=0.122499ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.138719ms, SortExportsNonSeekfree=0.483029ms, SortExportsSeekfreeConstructor=0.011589ms, SortExportsSeekfreeInner=2.085078ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.027478ms, SerializeImportMap=0.006288ms, SerializeExportMap=0.008941ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.024498ms, SerializeExports=3.605686ms, SerializeBulkData=0.023507ms, AsyncWrite=0.258565ms, UnaccountedTime=0.116870ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_58, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.110246ms, TagPackageExports=0.007950ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.019863ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.011258ms, SerializeNames=0.011917ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010259ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.025161ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.007614ms, SerializeBulkData=0.007283ms, AsyncWrite=0.051979ms, UnaccountedTime=0.086740ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.30-12.43.39, HierarchicalDDC, Duration=0.020526ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdE08963344D0B51D3010682B46E900331_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.30-12.43.39, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=62.814949ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_59, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002645ms, ResetLoadersForSaveUnMarkAllObjects=0.067208ms, TagPackageExports=0.074491ms, BeginCacheForCookedPlatformData=0.035424ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003975ms, SerializeSummary=0.009600ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.156265ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.046682ms, SerializeBulkData=0.007614ms, AsyncWrite=0.067867ms, UnaccountedTime=0.153948ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.30-12.43.39, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.30-12.43.39, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=19.885075ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_60, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.072502ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.107929ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003975ms, SerializeSummary=0.009600ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.211224ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.047676ms, SerializeBulkData=0.007942ms, AsyncWrite=0.063233ms, UnaccountedTime=0.147328ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_61, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.068862ms, TagPackageExports=0.081774ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.036418ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004638ms, SerializeSummary=0.006288ms, SerializeNames=0.047345ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.026818ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=0.202283ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.031780ms, SerializeBulkData=0.008278ms, AsyncWrite=0.046350ms, UnaccountedTime=0.075813ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_62, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.067536ms, TagPackageExports=0.244990ms, BeginCacheForCookedPlatformData=0.006624ms, SerializeImports=0.240687ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.006292ms, SerializeSummary=0.010263ms, SerializeNames=0.173148ms, SerializeGatherableTextData=0.004638ms, BuildExportMap=0.026483ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.564802ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.179768ms, SerializeBulkData=0.008941ms, AsyncWrite=0.067212ms, UnaccountedTime=0.092037ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.30-12.43.39, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdE08963344D0B51D3010682B46E900331_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.11.30-12.43.39, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.134412ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_63, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.004638ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.095017ms, TagPackageExports=0.091705ms, BeginCacheForCookedPlatformData=0.072837ms, SerializeImports=0.069857ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.010263ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.361528ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019535ms, SerializeExports=0.102632ms, SerializeBulkData=0.010259ms, AsyncWrite=0.110250ms, UnaccountedTime=0.157587ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_64, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.086077ms, TagPackageExports=0.010926ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.018541ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.007946ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.072833ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.040721ms, SerializeExports=0.012584ms, SerializeBulkData=0.007942ms, AsyncWrite=0.222810ms, UnaccountedTime=0.075813ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_65, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.006288ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.072505ms, TagPackageExports=0.010923ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.020858ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.007287ms, SerializeNames=0.026815ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.309221ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.011589ms, SerializeBulkData=0.007614ms, AsyncWrite=0.189703ms, UnaccountedTime=0.079125ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_66, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.155274ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.191029ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.006292ms, SerializeSummary=0.008278ms, SerializeNames=0.060257ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.031453ms, SortExportsNonSeekfree=0.038072ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=0.779342ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.011254ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.308558ms, SerializeBulkData=0.012580ms, AsyncWrite=0.078462ms, UnaccountedTime=40.344219ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_67, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.077803ms, TagPackageExports=0.007614ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_161, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.30-12.43.39, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.30-12.43.39, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=78.567276ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
