DDCTransactionId7570C5A640094491AD60F582DD3C56A1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.49.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.619765ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_70FBE2144E9E03B3586828844F8F9E3__AAD3CE188F72F692D5AA9967E2CA3DEDA43A777F, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=5.220644ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_126, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DSprite_TutorialIcon.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.089057ms, TagPackageExports=0.080120ms, BeginCacheForCookedPlatformData=0.037078ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009272ms, SerializeNames=0.018869ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.154279ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.047341ms, SerializeBulkData=0.008278ms, AsyncWrite=0.062242ms, UnaccountedTime=0.157591ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_178, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.11.24-15.49.39, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F68DA7846EE5B1FF2DDDC9433F817A__9FDFF1F38E2A447698C25ADA8828C9B7E78C264B, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=181.474503ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_127, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_ShowSkeletalMeshes_40x.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.073168ms, TagPackageExports=0.076476ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.056282ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.009269ms, SerializeNames=0.019867ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.155937ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.046682ms, SerializeBulkData=0.007946ms, AsyncWrite=0.064228ms, UnaccountedTime=0.140373ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_179, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.11.24-15.49.39, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D07216FC40952418CFE0E28778D79B2__89B7DC46CA82953BBE8057421208BB96E5C619A9, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=0.180766ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_128, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.071179ms, TagPackageExports=0.045687ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.048667ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003975ms, SerializeSummary=0.006288ms, SerializeNames=0.017550ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012249ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.151299ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.045359ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046350ms, UnaccountedTime=0.125807ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_180, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.11.24-15.49.39, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_129, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/TutorialAssets/Foliage.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.120178ms, BeginCacheForCookedPlatformData=0.037413ms, SerializeImports=0.058930ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.010263ms, SerializeNames=0.021189ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.034433ms, SortExportsSeekfreeInner=0.156928ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.032775ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.047676ms, SerializeBulkData=0.030458ms, AsyncWrite=0.089720ms, UnaccountedTime=0.283066ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionIdA473782F40E407C94FAD21B00F9EECAE_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0334AFB24D2E5AA9081F9BAFF9F95EE__ED95787AC12E31E95E769FBE5E7BFB4D77C53CB8, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=27.198744ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_130, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/StaticMeshEditorTutorial.uasset, FlushAsyncLoading=0.034761ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.243336ms, BeginCacheForCookedPlatformData=0.004970ms, SerializeImports=0.275116ms, GatherLocalizableTextData=0.029135ms, MarkNames=0.005629ms, SerializeSummary=0.008274ms, SerializeNames=0.073500ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.023838ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.396620ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.330076ms, SerializeBulkData=0.009269ms, AsyncWrite=0.063233ms, UnaccountedTime=0.097334ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_131, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cube.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.091378ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.067208ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009269ms, SerializeNames=0.033110ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=1.068033ms, SortExportsSeekfree=0.006951ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.064228ms, SerializeBulkData=0.011586ms, AsyncWrite=0.073496ms, UnaccountedTime=0.267506ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_132, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintEditorTutorial.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.073500ms, TagPackageExports=0.117533ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.123821ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.006951ms, SerializeSummary=0.008941ms, SerializeNames=0.039399ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.024829ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.385035ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.080779ms, SerializeBulkData=0.009269ms, AsyncWrite=0.062905ms, UnaccountedTime=0.078131ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_133, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintMacroLibrariesEditorOverview.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.066876ms, TagPackageExports=0.248965ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.101309ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005625ms, SerializeSummary=0.007618ms, SerializeNames=0.063896ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.024170ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.367157ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.095349ms, SerializeBulkData=0.008278ms, AsyncWrite=0.054628ms, UnaccountedTime=0.073828ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_181, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8A9D9D2A48FA9339997AE79343CFD87__6E53AEB85A1CEED333B46798B5D732E0DB5F7973, StartTime=2015.11.24-15.49.39, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8A9D9D2A48FA9339997AE79343CFD87__6E53AEB85A1CEED333B46798B5D732E0DB5F7973, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.166859ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_134, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/BlueprintMacroLibrary_64x.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.068530ms, TagPackageExports=0.046019ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.047673ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006620ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006620ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.133753ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.045359ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046682ms, UnaccountedTime=0.255916ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_135, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_MacroLib.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.124812ms, TagPackageExports=2.492294ms, BeginCacheForCookedPlatformData=0.010595ms, SerializeImports=0.031121ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.009932ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.019535ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.230093ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.012249ms, SerializeBulkData=0.007614ms, AsyncWrite=0.072505ms, UnaccountedTime=0.156596ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_136, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintInterfacesEditorOverview.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.005960ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.094026ms, TagPackageExports=0.134084ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.118855ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.006292ms, SerializeSummary=0.011254ms, SerializeNames=0.067871ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.027150ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.425093ms, SortExportsSeekfree=0.006624ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.118192ms, SerializeBulkData=0.010263ms, AsyncWrite=0.073168ms, UnaccountedTime=0.091042ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_182, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.11.24-15.49.39, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId22C8D2E74053C17AA84C2291F35221A1_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.11.24-15.49.39, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=34.921951ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_137, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/BlueprintInterface_64x.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.090711ms, TagPackageExports=0.075817ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.019532ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.153948ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.048667ms, SerializeBulkData=0.008278ms, AsyncWrite=0.082105ms, UnaccountedTime=0.143684ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_138, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_Interface.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.269491ms, BeginCacheForCookedPlatformData=0.006624ms, SerializeImports=0.027146ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.006951ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.023834ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.132427ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.010923ms, SerializeBulkData=0.006951ms, AsyncWrite=0.051647ms, UnaccountedTime=0.068534ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_139, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/LevelBlueprintEditorOverview.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.066545ms, TagPackageExports=0.126801ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.101637ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.008278ms, SerializeNames=0.061911ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.023838ms, SortExportsNonSeekfree=0.005625ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.577718ms, SortExportsSeekfree=0.006624ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.098661ms, SerializeBulkData=0.009269ms, AsyncWrite=0.120509ms, UnaccountedTime=0.089720ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_140, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset, FlushAsyncLoading=0.018872ms, FlushStreamingFunc=0.069194ms, BlockTillAllRequestsFinished=0.005957ms, ResetLoadersForSaveUnMarkAllObjects=0.421122ms, TagPackageExports=0.308890ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.352260ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.005297ms, SerializeSummary=0.010595ms, SerializeNames=0.079125ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.019535ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.419464ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.397287ms, SerializeBulkData=0.009932ms, AsyncWrite=0.435028ms, UnaccountedTime=10.499231ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_141, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Tutorial_DM.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.121169ms, TagPackageExports=1.553711ms, BeginCacheForCookedPlatformData=0.010263ms, SerializeImports=2.467137ms, GatherLocalizableTextData=0.016220ms, MarkNames=0.008278ms, SerializeSummary=0.012912ms, SerializeNames=0.076476ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.013571ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=2.230417ms, SortExportsSeekfree=0.011921ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=1.569934ms, SerializeBulkData=0.014897ms, AsyncWrite=0.108261ms, UnaccountedTime=0.102960ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_142, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/EditorCube.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.095017ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.066217ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004306ms, SerializeSummary=0.008274ms, SerializeNames=0.031784ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.390995ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.056613ms, SerializeBulkData=0.008278ms, AsyncWrite=0.052638ms, UnaccountedTime=0.072505ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
