DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.45.13, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.021845ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_73, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.005957ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.091046ms, TagPackageExports=0.053301ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.065554ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.003975ms, SerializeSummary=0.006951ms, SerializeNames=0.026818ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.013907ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=1.533516ms, SortExportsSeekfree=0.013907ms, BuildDependencyMap=0.016224ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002980ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023171ms, SerializeExports=0.189707ms, SerializeBulkData=0.012912ms, AsyncWrite=0.153285ms, UnaccountedTime=0.094354ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_74, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.091709ms, TagPackageExports=1.846708ms, BeginCacheForCookedPlatformData=0.114881ms, SerializeImports=0.308227ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.052638ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.635985ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.010926ms, SerializeStringAssetReferenceMap=0.002645ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.366826ms, SerializeBulkData=0.009600ms, AsyncWrite=0.084091ms, UnaccountedTime=0.088066ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_75, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.013903ms, FlushStreamingFunc=0.059262ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.353914ms, TagPackageExports=0.721730ms, BeginCacheForCookedPlatformData=0.013907ms, SerializeImports=0.682335ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.015892ms, SerializeSummary=0.011258ms, SerializeNames=1.072995ms, SerializeGatherableTextData=0.006955ms, BuildExportMap=0.162885ms, SortExportsNonSeekfree=0.655521ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=1.209401ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.028141ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.010259ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.375099ms, SerializeBulkData=0.009604ms, AsyncWrite=0.072505ms, UnaccountedTime=0.108261ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_165, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.117529ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_76, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.004970ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.045687ms, BeginCacheForCookedPlatformData=0.032775ms, SerializeImports=0.050325ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003312ms, SerializeSummary=0.006955ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.141367ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004638ms, SerializeImportMap=0.002321ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.044364ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047341ms, UnaccountedTime=0.120178ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_166, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.112232ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.781991ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_77, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002652ms, BlockTillAllRequestsFinished=0.002645ms, ResetLoadersForSaveUnMarkAllObjects=0.076149ms, TagPackageExports=0.097003ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.055950ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010267ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=0.163879ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.048667ms, SerializeBulkData=0.030458ms, AsyncWrite=0.094686ms, UnaccountedTime=0.153285ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.248633ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.130773ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_78, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.007950ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.100978ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.065219ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.007946ms, SerializeNames=0.030458ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.670087ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.058267ms, SerializeBulkData=0.008609ms, AsyncWrite=0.054628ms, UnaccountedTime=0.082105ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_79, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/RemoveSurfaceMaterial.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.062574ms, TagPackageExports=0.074822ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.086077ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.002980ms, SerializeSummary=0.006292ms, SerializeNames=0.027809ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006951ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.273794ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001326ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.100315ms, SerializeBulkData=0.008605ms, AsyncWrite=0.048667ms, UnaccountedTime=0.074156ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_80, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/DebugMeshMaterial.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.061247ms, TagPackageExports=0.133749ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.310875ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.003975ms, SerializeSummary=0.007283ms, SerializeNames=0.057276ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.460852ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.315841ms, SerializeBulkData=0.010595ms, AsyncWrite=0.076145ms, UnaccountedTime=0.111569ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_81, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/M_InvalidLightmapSettings.uasset, FlushAsyncLoading=0.008941ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=1.337193ms, TagPackageExports=0.297964ms, BeginCacheForCookedPlatformData=0.008937ms, SerializeImports=0.671741ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.005297ms, SerializeSummary=0.009932ms, SerializeNames=0.062242ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.029463ms, SortExportsNonSeekfree=0.013575ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.660155ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017215ms, SerializeExports=0.382055ms, SerializeBulkData=0.009932ms, AsyncWrite=0.094023ms, UnaccountedTime=0.115544ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_167, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.013243ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.130773ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__23B11D0C14DC5B9C0C0D81B28ED055E07DD24DBD, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.234067ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_82, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/InvalidLightmapSettings.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.070520ms, TagPackageExports=0.049990ms, BeginCacheForCookedPlatformData=0.034433ms, SerializeImports=0.049990ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.007618ms, SerializeNames=0.012908ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.149976ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.046019ms, SerializeBulkData=0.028141ms, AsyncWrite=0.070188ms, UnaccountedTime=0.133090ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__87E57DDE6EEE045F0A3F4444DC7E5DDBEB9DA85E, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.094023ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__8A675B9A7E86ED55344E993623F4FE067048B76B, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.048999ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_83, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/GizmoMaterial.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.061911ms, TagPackageExports=0.153948ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.209235ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.006951ms, SerializeSummary=0.007614ms, SerializeNames=0.052642ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.076808ms, SortExportsNonSeekfree=0.059593ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.552226ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.192020ms, SerializeBulkData=0.009269ms, AsyncWrite=0.059593ms, UnaccountedTime=0.084091ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_168, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=4399 bytes, Retrieved=true, Duration=0.117861ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_84, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Good64x64TilingNoiseHighFreq.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.066876ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.048336ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006292ms, SerializeNames=0.018205ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.006620ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.144016ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.044361ms, SerializeBulkData=0.007614ms, AsyncWrite=0.046019ms, UnaccountedTime=0.115212ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_169, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_85, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultBokeh.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.077143ms, TagPackageExports=0.090051ms, BeginCacheForCookedPlatformData=0.039726ms, SerializeImports=0.065554ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.015561ms, SerializeNames=0.023175ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.015229ms, SortExportsSeekfreeInner=0.267174ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.045028ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.055287ms, SerializeBulkData=0.009272ms, AsyncWrite=0.070516ms, UnaccountedTime=0.165869ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=22372 bytes, Retrieved=true, Duration=0.374440ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_170, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A28EC0C4486158C85466808599E49A4__1FF86D5F10DF5DA41E6C385F79D34A8F73D47BF5, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.589304ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_86, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/PreintegratedSkinBRDF.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.073496ms, TagPackageExports=0.052970ms, BeginCacheForCookedPlatformData=0.035092ms, SerializeImports=0.050988ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003643ms, SerializeSummary=0.007283ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.153285ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.076808ms, SerializeBulkData=0.009600ms, AsyncWrite=0.090715ms, UnaccountedTime=0.146002ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_171, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.29-16.45.26, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B1F6A23D46761DA1743FBE984F9E8__A7029B9659C79ED952199638E34300F568BEC77C, StartTime=2015.11.29-16.45.26, HierarchicalDDC, DataSize=2358 bytes, Retrieved=true, Duration=0.089388ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
