DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.30-14.15.44, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.786625ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_120, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.10.30-14.16.03, HierarchicalDDC, Duration=0.014566ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.122827ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_1, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__3A8B6C1001F620AEC0F45773321B605B37FC4EDE, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=12.349911ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_4, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/ParticleSystems/PSysThumbnail_OOD.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.082768ms, TagPackageExports=0.071179ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.051316ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.153285ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.045687ms, SerializeBulkData=0.010926ms, AsyncWrite=0.075817ms, UnaccountedTime=0.175796ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_5, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorLandscapeResources/DataLayer.uasset, FlushAsyncLoading=0.005294ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.092037ms, TagPackageExports=0.007946ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.010923ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.006288ms, SerializeNames=0.010926ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.018541ms, SortExportsSeekfree=0.001986ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.001986ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.005297ms, SerializeBulkData=0.006620ms, AsyncWrite=0.048339ms, UnaccountedTime=0.086077ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_6, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/Roboto.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060916ms, TagPackageExports=0.035096ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.061247ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004634ms, SerializeSummary=0.005957ms, SerializeNames=0.026487ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.041716ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.141699ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.017878ms, SerializeImportMap=0.017218ms, SerializeExportMap=0.004966ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=16.883921ms, SerializeBulkData=36.832558ms, AsyncWrite=0.336699ms, UnaccountedTime=0.146002ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_7, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.005957ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.218835ms, TagPackageExports=0.011586ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.022843ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.007614ms, SerializeNames=0.022512ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.309881ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.009932ms, SerializeBulkData=0.007946ms, AsyncWrite=0.054628ms, UnaccountedTime=0.086077ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_8, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.148982ms, TagPackageExports=0.318818ms, BeginCacheForCookedPlatformData=0.007614ms, SerializeImports=0.372455ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.011258ms, SerializeSummary=0.008937ms, SerializeNames=0.088729ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.145338ms, SortExportsNonSeekfree=0.305578ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.982616ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.018541ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.006620ms, SerializeDependencyMap=0.004303ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.306901ms, SerializeBulkData=0.008941ms, AsyncWrite=0.069857ms, UnaccountedTime=0.095680ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_9, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.020195ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.164539ms, TagPackageExports=0.067208ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.116538ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005960ms, SerializeSummary=0.006951ms, SerializeNames=0.026818ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.050984ms, SortExportsNonSeekfree=0.106275ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.210561ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.004303ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.075486ms, SerializeBulkData=0.009932ms, AsyncWrite=0.068530ms, UnaccountedTime=0.085749ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_121, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.10.30-14.16.03, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=38.618015ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_10, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.003312ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.064228ms, TagPackageExports=0.068534ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.051647ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.008278ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.153616ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.044033ms, SerializeBulkData=0.007614ms, AsyncWrite=0.066217ms, UnaccountedTime=0.177450ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_11, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.091705ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.083096ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.007614ms, SerializeNames=0.032444ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.064891ms, SortExportsNonSeekfree=0.041384ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.541300ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.012912ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.048667ms, SerializeBulkData=0.007946ms, AsyncWrite=0.059593ms, UnaccountedTime=0.889916ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_12, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.084423ms, TagPackageExports=0.112563ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.185069ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.008278ms, SerializeSummary=0.007614ms, SerializeNames=0.032444ms, SerializeGatherableTextData=0.004966ms, BuildExportMap=0.081778ms, SortExportsNonSeekfree=0.249956ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.317499ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.014570ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.003643ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.095017ms, SerializeBulkData=0.007287ms, AsyncWrite=0.049330ms, UnaccountedTime=0.080448ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_13, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/WorldGridMaterial.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.255916ms, TagPackageExports=5.992703ms, BeginCacheForCookedPlatformData=0.013243ms, SerializeImports=6.543271ms, GatherLocalizableTextData=0.007614ms, MarkNames=0.012912ms, SerializeSummary=0.010595ms, SerializeNames=0.167523ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.165205ms, SortExportsNonSeekfree=0.485349ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=7.012401ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.026155ms, SerializeImportMap=0.006624ms, SerializeExportMap=0.009269ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021849ms, SerializeExports=18.508152ms, SerializeBulkData=0.023838ms, AsyncWrite=3.200125ms, UnaccountedTime=0.444628ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_14, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.153285ms, BeginCacheForCookedPlatformData=0.006620ms, SerializeImports=0.199635ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.010926ms, SerializeSummary=0.010595ms, SerializeNames=0.058267ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.168186ms, SortExportsNonSeekfree=0.408538ms, SortExportsSeekfreeConstructor=0.027813ms, SortExportsSeekfreeInner=0.686970ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.020526ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.006620ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.295978ms, SerializeBulkData=0.012580ms, AsyncWrite=0.092041ms, UnaccountedTime=0.139378ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_122, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.10.30-14.16.03, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.124816ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.402581ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1.293492ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_15, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_M.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.093032ms, TagPackageExports=0.060584ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.010263ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.159908ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.110246ms, SerializeBulkData=0.050984ms, AsyncWrite=0.124153ms, UnaccountedTime=0.177123ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.102963ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_123, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.10.30-14.16.03, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_16, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_N.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.075482ms, TagPackageExports=0.066876ms, BeginCacheForCookedPlatformData=0.035096ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.008941ms, SerializeNames=0.019200ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.174142ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.047673ms, SerializeBulkData=0.018541ms, AsyncWrite=0.073168ms, UnaccountedTime=0.148650ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.093360ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.069857ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.133090ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_17, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDeferredDecalMaterial.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.089057ms, TagPackageExports=0.144016ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.177786ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.007283ms, SerializeNames=0.055619ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.018872ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.536002ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.217844ms, SerializeBulkData=0.008605ms, AsyncWrite=0.062574ms, UnaccountedTime=0.079788ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_124, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.10.30-14.16.03, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_18, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDiffuse.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.156596ms, TagPackageExports=0.104953ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.009272ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.160899ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.048008ms, SerializeBulkData=0.259560ms, AsyncWrite=0.830989ms, UnaccountedTime=0.212215ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=65.239380ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.292165ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.10.30-14.16.03, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=12.850162ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
