DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.28.45, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.489984ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=46.558411ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_154, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.29-16.30.13, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=16.290974ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_45, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.076808ms, TagPackageExports=0.079125ms, BeginCacheForCookedPlatformData=0.037413ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004306ms, SerializeSummary=0.009932ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.010259ms, SortExportsSeekfreeInner=0.167191ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.046350ms, SerializeBulkData=0.007946ms, AsyncWrite=0.078131ms, UnaccountedTime=0.166200ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_155, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.29-16.30.13, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.206921ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_46, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.085417ms, TagPackageExports=0.046019ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.052307ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.153285ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.046019ms, SerializeBulkData=0.008274ms, AsyncWrite=0.249960ms, UnaccountedTime=0.130109ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_156, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.29-16.30.13, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=14.238008ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_47, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.007618ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.080779ms, TagPackageExports=0.076480ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.010263ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.166859ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.046682ms, SerializeBulkData=0.008605ms, AsyncWrite=0.073496ms, UnaccountedTime=0.142362ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.29-16.30.13, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_48, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.089720ms, TagPackageExports=0.070184ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.052642ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004303ms, SerializeSummary=0.010267ms, SerializeNames=0.013240ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=0.143353ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.052642ms, SerializeBulkData=0.008937ms, AsyncWrite=0.080451ms, UnaccountedTime=2.925005ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=14.371098ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_49, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.086740ms, TagPackageExports=0.010263ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.024166ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.010591ms, SerializeNames=0.022516ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.027478ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007618ms, SortExportsSeekfreeInner=0.048336ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.009932ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047013ms, UnaccountedTime=0.078794ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_50, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.064559ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.014566ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003971ms, SerializeSummary=0.005960ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.035755ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005294ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.007614ms, SerializeBulkData=0.006955ms, AsyncWrite=0.042710ms, UnaccountedTime=0.058927ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_51, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.072505ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.021517ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.007946ms, SerializeNames=0.022180ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.027146ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.044033ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.009600ms, SerializeBulkData=0.007283ms, AsyncWrite=0.046350ms, UnaccountedTime=0.063896ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_52, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.013903ms, FlushStreamingFunc=0.006951ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.099983ms, TagPackageExports=0.009604ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.022180ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.010263ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.048336ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.009600ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048667ms, UnaccountedTime=0.066876ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_53, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.006951ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.125811ms, TagPackageExports=0.010595ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.025824ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005629ms, SerializeSummary=0.009600ms, SerializeNames=0.022516ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018209ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.316836ms, SortExportsSeekfree=0.004962ms, BuildDependencyMap=0.007618ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.010595ms, SerializeBulkData=0.008278ms, AsyncWrite=0.139050ms, UnaccountedTime=0.077467ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_54, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.068199ms, TagPackageExports=0.009604ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.017546ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004638ms, SerializeSummary=0.007946ms, SerializeNames=0.019200ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010923ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.060257ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.008941ms, SerializeBulkData=0.006951ms, AsyncWrite=0.045355ms, UnaccountedTime=0.062905ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_55, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.059262ms, TagPackageExports=0.008941ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.014901ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.006292ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.036087ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008605ms, SerializeExports=0.007946ms, SerializeBulkData=0.006951ms, AsyncWrite=0.042375ms, UnaccountedTime=0.057276ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_56, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.053301ms, TagPackageExports=0.046682ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006292ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014897ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.666775ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.056945ms, SerializeBulkData=0.008937ms, AsyncWrite=0.059593ms, UnaccountedTime=0.075154ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_57, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.140041ms, TagPackageExports=3.283884ms, BeginCacheForCookedPlatformData=0.022843ms, SerializeImports=3.248464ms, GatherLocalizableTextData=0.012577ms, MarkNames=0.014570ms, SerializeSummary=0.013243ms, SerializeNames=0.129778ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.141367ms, SortExportsNonSeekfree=0.666443ms, SortExportsSeekfreeConstructor=0.018541ms, SortExportsSeekfreeInner=2.356559ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.027481ms, SerializeImportMap=0.006620ms, SerializeExportMap=0.008937ms, SerializeDependencyMap=0.004306ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022512ms, SerializeExports=3.786452ms, SerializeBulkData=0.023838ms, AsyncWrite=1.027312ms, UnaccountedTime=0.135407ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_58, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.007950ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.093032ms, TagPackageExports=0.008278ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.017215ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.010926ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=0.025488ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.007283ms, SerializeBulkData=0.007614ms, AsyncWrite=0.049330ms, UnaccountedTime=0.084423ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.29-16.30.13, HierarchicalDDC, Duration=0.020858ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_59, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.064559ms, TagPackageExports=0.070516ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.059593ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.009269ms, SerializeNames=0.013247ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.157587ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.046350ms, SerializeBulkData=0.007946ms, AsyncWrite=0.074822ms, UnaccountedTime=0.161562ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_159, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.11.29-16.30.13, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=62.379925ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.29-16.30.14, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.29-16.30.14, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=17.495409ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_60, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.077467ms, TagPackageExports=0.072170ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.008941ms, SerializeNames=0.013240ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.194669ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.047013ms, SerializeBulkData=0.008278ms, AsyncWrite=0.125475ms, UnaccountedTime=0.199635ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
