DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-15.30.04, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.593942ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=12.952462ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=11.183553ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.405230ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.105608ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_19, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultLightFunctionMaterial.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.079788ms, TagPackageExports=0.198971ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.225462ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.008937ms, SerializeNames=0.053633ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.469789ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.340011ms, SerializeBulkData=0.010263ms, AsyncWrite=0.083096ms, UnaccountedTime=0.092700ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_20, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultPostProcessMaterial.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.078466ms, TagPackageExports=0.262868ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.423770ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.012912ms, SerializeSummary=0.009932ms, SerializeNames=0.096008ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.140376ms, SortExportsNonSeekfree=0.217181ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=1.094852ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.021853ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.006620ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.357557ms, SerializeBulkData=0.011589ms, AsyncWrite=0.090051ms, UnaccountedTime=0.111241ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_21, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.087403ms, TagPackageExports=0.037741ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.067208ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.007614ms, SerializeNames=0.031453ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022843ms, SortExportsNonSeekfree=0.046019ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.173148ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.004638ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.035755ms, SerializeBulkData=0.026483ms, AsyncWrite=0.048667ms, UnaccountedTime=0.082437ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_139, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.11.30-15.30.34, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_22, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTexture.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.067204ms, TagPackageExports=0.080120ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.156596ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.046682ms, SerializeBulkData=0.009932ms, AsyncWrite=0.064556ms, UnaccountedTime=0.155605ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=19.280870ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=10.059900ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_23, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent_OneSided.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.086077ms, TagPackageExports=0.108920ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.273466ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.004966ms, SerializeSummary=0.006620ms, SerializeNames=0.044696ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.212219ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.005633ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.182752ms, SerializeBulkData=0.008605ms, AsyncWrite=0.059925ms, UnaccountedTime=0.133090ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_24, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.073828ms, TagPackageExports=0.090051ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.108920ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006624ms, SerializeNames=0.040058ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.374109ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.138719ms, SerializeBulkData=0.008609ms, AsyncWrite=0.053629ms, UnaccountedTime=0.074491ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_25, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque_OneSided.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002652ms, BlockTillAllRequestsFinished=0.002645ms, ResetLoadersForSaveUnMarkAllObjects=0.070520ms, TagPackageExports=0.068199ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.081114ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.006288ms, SerializeNames=0.035755ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.195991ms, SortExportsSeekfree=0.004638ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.131436ms, SerializeBulkData=0.008274ms, AsyncWrite=0.049662ms, UnaccountedTime=0.085749ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_26, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.075813ms, TagPackageExports=0.115875ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.136733ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.045028ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.508856ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.189040ms, SerializeBulkData=0.009935ms, AsyncWrite=0.068199ms, UnaccountedTime=0.093360ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_27, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked_OneSided.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.081111ms, TagPackageExports=0.114881ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.156928ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004962ms, SerializeSummary=0.006955ms, SerializeNames=0.048336ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.213210ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005294ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.198644ms, SerializeBulkData=0.009600ms, AsyncWrite=0.066213ms, UnaccountedTime=0.071838ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_28, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDamageTypes/DmgTypeBP_Environmental.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.058599ms, TagPackageExports=0.094686ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.029463ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009604ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.135407ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.010926ms, SerializeBulkData=0.007283ms, AsyncWrite=0.072174ms, UnaccountedTime=0.118192ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_29, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Sphere.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.132758ms, TagPackageExports=0.047673ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.058930ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.005957ms, SerializeNames=0.024170ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.006951ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.342991ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.004306ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.061911ms, SerializeBulkData=0.008605ms, AsyncWrite=0.054955ms, UnaccountedTime=0.074822ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_140, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.30-15.30.34, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_30, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoDistanceField.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.077799ms, TagPackageExports=0.108592ms, BeginCacheForCookedPlatformData=0.037078ms, SerializeImports=0.083428ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.010595ms, SerializeNames=0.034101ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.277769ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.105944ms, SerializeBulkData=0.009932ms, AsyncWrite=0.092700ms, UnaccountedTime=0.167850ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=131375 bytes, Retrieved=true, Duration=42.258469ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_31, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.087403ms, TagPackageExports=0.411853ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.471443ms, GatherLocalizableTextData=0.004638ms, MarkNames=0.005629ms, SerializeSummary=0.010595ms, SerializeNames=0.088394ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.035096ms, SortExportsNonSeekfree=0.013903ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.869390ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.011589ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020854ms, SerializeExports=0.697568ms, SerializeBulkData=0.015892ms, AsyncWrite=0.113226ms, UnaccountedTime=0.114549ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_141, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.30-15.30.34, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_32, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.080779ms, TagPackageExports=0.076476ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.015888ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.185732ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.050325ms, SerializeBulkData=0.109583ms, AsyncWrite=0.205263ms, UnaccountedTime=0.191025ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=46.102859ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.667769ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.235058ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_142, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.30-15.30.34, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=3.627867ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_33, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.004962ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.074159ms, TagPackageExports=0.061579ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.058603ms, GatherLocalizableTextData=0.005625ms, MarkNames=0.005629ms, SerializeSummary=0.016224ms, SerializeNames=0.022843ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010259ms, SortExportsSeekfreeInner=0.158913ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.047341ms, SerializeBulkData=0.008278ms, AsyncWrite=0.176132ms, UnaccountedTime=0.153616ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_143, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.30-15.30.34, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.30-15.30.34, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=20.726650ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
