DDCTransactionId78B80D3F45223A0A79374596B6FF504C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.32.40, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.195826ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.118855ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_10, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.088729ms, TagPackageExports=0.049990ms, BeginCacheForCookedPlatformData=0.038076ms, SerializeImports=0.054955ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.008937ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009604ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.152294ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.050653ms, SerializeBulkData=0.007946ms, AsyncWrite=0.050653ms, UnaccountedTime=0.144679ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_11, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.005960ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.111241ms, TagPackageExports=0.051975ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.094023ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.006620ms, SerializeSummary=0.010263ms, SerializeNames=0.034764ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.066876ms, SortExportsNonSeekfree=0.042375ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.262868ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.012252ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002645ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018205ms, SerializeExports=0.049002ms, SerializeBulkData=0.009269ms, AsyncWrite=0.072174ms, UnaccountedTime=0.143353ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_12, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.092369ms, TagPackageExports=0.117861ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.202283ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.008278ms, SerializeSummary=0.009932ms, SerializeNames=0.065550ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.086080ms, SortExportsNonSeekfree=0.237044ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.362188ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.023507ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.105280ms, SerializeBulkData=0.008605ms, AsyncWrite=0.157923ms, UnaccountedTime=0.105940ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_13, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/WorldGridMaterial.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.004970ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.156596ms, TagPackageExports=6.124798ms, BeginCacheForCookedPlatformData=0.018209ms, SerializeImports=6.901160ms, GatherLocalizableTextData=0.010595ms, MarkNames=0.013903ms, SerializeSummary=0.011921ms, SerializeNames=0.194669ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.140041ms, SortExportsNonSeekfree=0.511836ms, SortExportsSeekfreeConstructor=0.011917ms, SortExportsSeekfreeInner=8.165184ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.028804ms, SerializeImportMap=0.007283ms, SerializeExportMap=0.008937ms, SerializeDependencyMap=0.005629ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027146ms, SerializeExports=18.799164ms, SerializeBulkData=0.023838ms, AsyncWrite=3.401749ms, UnaccountedTime=0.345968ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_14, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade.uasset, FlushAsyncLoading=0.010259ms, FlushStreamingFunc=0.004970ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.120178ms, TagPackageExports=0.121836ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.459526ms, GatherLocalizableTextData=0.006292ms, MarkNames=0.011586ms, SerializeSummary=0.012912ms, SerializeNames=0.062242ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.175469ms, SortExportsNonSeekfree=0.194669ms, SortExportsSeekfreeConstructor=0.010926ms, SortExportsSeekfreeInner=0.422113ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.018541ms, SerializeImportMap=0.004962ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.003643ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.108924ms, SerializeBulkData=0.009272ms, AsyncWrite=0.071179ms, UnaccountedTime=0.146996ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_136, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.11.29-18.32.49, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.137728ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1.814265ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_15, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_M.uasset, FlushAsyncLoading=0.005957ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.101641ms, TagPackageExports=0.081442ms, BeginCacheForCookedPlatformData=0.039726ms, SerializeImports=0.060916ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.014238ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.166196ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.053301ms, SerializeBulkData=0.127465ms, AsyncWrite=0.180103ms, UnaccountedTime=0.266843ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=2.024166ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=1.572251ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_137, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.11.29-18.32.49, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.257570ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.137396ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.190698ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_16, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_N.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.121176ms, TagPackageExports=0.057939ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.057604ms, GatherLocalizableTextData=0.112236ms, MarkNames=0.006288ms, SerializeSummary=0.010595ms, SerializeNames=0.021189ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.161894ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.052974ms, SerializeBulkData=0.019532ms, AsyncWrite=0.073828ms, UnaccountedTime=0.156928ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_17, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDeferredDecalMaterial.uasset, FlushAsyncLoading=0.010923ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.099983ms, TagPackageExports=0.145338ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.184074ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.010595ms, SerializeNames=0.058927ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.024170ms, SortExportsNonSeekfree=0.019863ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.550900ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.223473ms, SerializeBulkData=0.010595ms, AsyncWrite=0.077803ms, UnaccountedTime=0.096340ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_138, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.11.29-18.32.49, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.132095ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=5.621243ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_18, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDiffuse.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.512496ms, TagPackageExports=0.116866ms, BeginCacheForCookedPlatformData=0.039726ms, SerializeImports=0.061247ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003971ms, SerializeSummary=0.010926ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.172816ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022180ms, SerializeExports=0.052638ms, SerializeBulkData=0.120841ms, AsyncWrite=0.260554ms, UnaccountedTime=0.402249ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.936929ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.277769ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId5EB79D46403A690B74C5048FA0D3652F_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.715442ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_19, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultLightFunctionMaterial.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.094686ms, TagPackageExports=0.196654ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.271808ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.004634ms, SerializeSummary=0.011589ms, SerializeNames=0.175133ms, SerializeGatherableTextData=0.003975ms, BuildExportMap=0.014234ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.503559ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.329081ms, SerializeBulkData=0.010263ms, AsyncWrite=0.091042ms, UnaccountedTime=0.092700ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_20, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultPostProcessMaterial.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.095677ms, TagPackageExports=0.260554ms, BeginCacheForCookedPlatformData=0.007942ms, SerializeImports=0.377752ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.012580ms, SerializeSummary=0.010263ms, SerializeNames=0.096008ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.140373ms, SortExportsNonSeekfree=0.214864ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.909779ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.019204ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.006288ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.345636ms, SerializeBulkData=0.011258ms, AsyncWrite=0.080451ms, UnaccountedTime=0.110909ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_21, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.079460ms, TagPackageExports=0.040058ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.070520ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009269ms, SerializeNames=0.031453ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.024501ms, SortExportsNonSeekfree=0.044364ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.177786ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.012580ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.037078ms, SerializeBulkData=0.007946ms, AsyncWrite=0.051316ms, UnaccountedTime=0.079457ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_139, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.11.29-18.32.49, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=1.491141ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_22, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTexture.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.082768ms, TagPackageExports=0.075154ms, BeginCacheForCookedPlatformData=0.059921ms, SerializeImports=0.061247ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.009272ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.160240ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.049993ms, SerializeBulkData=0.009932ms, AsyncWrite=0.062570ms, UnaccountedTime=0.138719ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.11.29-18.32.49, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.201620ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_23, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent_OneSided.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.108592ms, TagPackageExports=0.105280ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.128124ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.009604ms, SerializeNames=0.047341ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.364840ms, SortExportsSeekfree=0.005625ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.318822ms, SerializeBulkData=0.011921ms, AsyncWrite=0.110246ms, UnaccountedTime=0.097666ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
