DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.04.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.538647ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_24, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.071511ms, TagPackageExports=0.088066ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.407219ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.005625ms, SerializeSummary=0.008278ms, SerializeNames=0.041053ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.018869ms, SortExportsSeekfreeInner=0.459857ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.018209ms, SerializeStringAssetReferenceMap=0.002652ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020191ms, SerializeExports=0.144020ms, SerializeBulkData=0.009600ms, AsyncWrite=0.071179ms, UnaccountedTime=0.315178ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_25, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque_OneSided.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083432ms, TagPackageExports=0.123493ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.104949ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.004306ms, SerializeSummary=0.007942ms, SerializeNames=0.039730ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.177123ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.097997ms, SerializeBulkData=0.008274ms, AsyncWrite=0.051975ms, UnaccountedTime=0.077140ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_26, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.088066ms, TagPackageExports=0.113226ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.152953ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.005294ms, SerializeSummary=0.010595ms, SerializeNames=0.048008ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.584338ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.191029ms, SerializeBulkData=0.009600ms, AsyncWrite=0.595264ms, UnaccountedTime=0.089720ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_27, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked_OneSided.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.088066ms, TagPackageExports=0.160571ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.161231ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004970ms, SerializeSummary=0.008605ms, SerializeNames=0.049330ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.226121ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.181425ms, SerializeBulkData=0.009600ms, AsyncWrite=0.060584ms, UnaccountedTime=0.083100ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_28, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDamageTypes/DmgTypeBP_Environmental.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.082437ms, TagPackageExports=0.107929ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.033438ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.010595ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018541ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.174142ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.011589ms, SerializeBulkData=0.029795ms, AsyncWrite=0.087075ms, UnaccountedTime=0.214200ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_29, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Sphere.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.199635ms, TagPackageExports=0.052642ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.076145ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.005625ms, SerializeSummary=0.012249ms, SerializeNames=0.046022ms, SerializeGatherableTextData=0.003308ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.361197ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016555ms, SerializeExports=0.063233ms, SerializeBulkData=0.009272ms, AsyncWrite=0.067871ms, UnaccountedTime=0.103626ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_140, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=131375 bytes, Retrieved=true, Duration=1.594104ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_30, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoDistanceField.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.091705ms, TagPackageExports=0.109255ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.099320ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004966ms, SerializeSummary=0.010595ms, SerializeNames=0.034433ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.013243ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.282072ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.107598ms, SerializeBulkData=0.010263ms, AsyncWrite=0.094686ms, UnaccountedTime=0.162885ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_31, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.116207ms, TagPackageExports=0.716101ms, BeginCacheForCookedPlatformData=0.009272ms, SerializeImports=0.474092ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.005625ms, SerializeSummary=0.010926ms, SerializeNames=0.086740ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=3.228266ms, SortExportsNonSeekfree=0.241019ms, SortExportsSeekfreeConstructor=0.011921ms, SortExportsSeekfreeInner=1.234230ms, SortExportsSeekfree=0.007283ms, BuildDependencyMap=0.012249ms, SerializeImportMap=0.004638ms, SerializeExportMap=0.004303ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021849ms, SerializeExports=7.250439ms, SerializeBulkData=0.026152ms, AsyncWrite=0.119846ms, UnaccountedTime=0.122167ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_141, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.170499ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_32, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.087071ms, TagPackageExports=0.061579ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.052642ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008937ms, SerializeNames=0.015561ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.155270ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026155ms, SerializeExports=0.053965ms, SerializeBulkData=0.053633ms, AsyncWrite=0.168517ms, UnaccountedTime=0.845220ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=1.330242ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.214204ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_142, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_33, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.085749ms, TagPackageExports=0.048004ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.009269ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.155274ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.024501ms, SerializeExports=0.336036ms, SerializeBulkData=0.009600ms, AsyncWrite=0.051647ms, UnaccountedTime=0.128787ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=0.111900ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_143, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.102632ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_34, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/Black.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.047013ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003312ms, SerializeSummary=0.006288ms, SerializeNames=0.011589ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.143021ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.042707ms, SerializeBulkData=0.007283ms, AsyncWrite=0.043698ms, UnaccountedTime=0.115544ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_144, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.015561ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.142690ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_35, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Float.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.105940ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.035424ms, SerializeImports=0.051979ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.151962ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.045359ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048999ms, UnaccountedTime=0.145338ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_145, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_36, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Director.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.066213ms, TagPackageExports=0.063565ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.087734ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.009600ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.160236ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.048336ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059593ms, UnaccountedTime=0.131436ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.104949ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_146, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.11.29-18.05.02, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.097003ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_37, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Event.uasset, FlushAsyncLoading=0.006292ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.098329ms, TagPackageExports=0.047013ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.051975ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.009269ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.153616ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009935ms, SerializeExports=0.044692ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047013ms, UnaccountedTime=0.124812ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_147, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.11.29-18.05.02, HierarchicalDDC, Duration=0.009935ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_38, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Anim.uasset, FlushAsyncLoading=0.004306ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.107598ms, TagPackageExports=0.053633ms, BeginCacheForCookedPlatformData=0.034433ms, SerializeImports=0.049990ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007946ms, SerializeNames=0.011917ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.152621ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.043701ms, SerializeBulkData=0.007283ms, AsyncWrite=0.051316ms, UnaccountedTime=0.128124ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
